kg1_treated_rep1	kg1_treated_rep2	kg1_treated_rep3	kg1_DMSO_rep1	kg1_DMSO_rep2	kg1_DMSO_rep3	molm14_treated_rep1	molm14_treated_rep2	molm14_treated_rep3	molm14_DMSO_rep1	molm14_DMSO_rep2	molm14_DMSO_rep3	ociaml2_treated_rep1	ociaml2_treated_rep2	ociaml2_treated_rep3	ociaml2_DMSO_rep1	ociaml2_DMSO_rep2	ociaml2_DMSO_rep3	ociaml3_treated_rep1	ociaml3_treated_rep2	ociaml3_treated_rep3	ociaml3_DMSO_rep1	ociaml3_DMSO_rep2	ociaml3_DMSO_rep3	thp1_treated_rep1	thp1_treated_rep2	thp1_treated_rep3	thp1_DMSO_rep1	thp1_DMSO_rep2	thp1_DMSO_rep3
uc011dbh.2-x0-0	0	0	0	48.4607918879998	155.8098881072	0	0	0	0	0	0	0	18.1214023025156	0	9.58196389845251	0	0	0	8.03830280483108	85.9521425295277	48.8722022629689	0	0	39.2836212046576	0	0	0	0	0	6.73899646417249
uc003lmf.4-x0-0	2.24738699536726	0	17.3172923433892	8.35530894620687	0	1.30427391537791	3.37949690460803	0	2.53065102724814	11.7693724449156	0	2.93421714247662	10.5708180098008	0	1.27759518646034	0	70.040872385303	7.37912600776593	0	0	12.6492758798272	2.87822871303975	0	1.96418106023288	14.8082053203624	0	9.71500769389402	20.0460950838039	0	6.73899646417249
uc003lmg.4-x0-0	51.6899008934471	61.8300150175333	36.9747593277769	53.4739772557239	21.2468029237092	80.2128457957415	16.2215851421185	15.9593998690093	55.041659842647	5.88468622245781	0	32.8632319957382	38.7596660359362	46.5013121299887	64.837955712862	41.4302149615958	0	55.9945444118709	30.9474657985996	7.81383113904797	41.9725972376086	39.5756448042966	7.12472619168026	69.7284276382672	35.4499460699586	47.7771332253966	54.1995166080403	43.4332060149085	8.97993581737838	42.6803109397591
uc003lmh.4-x0-0	137.090606717403	118.903875033718	117.008732049927	94.1364807939307	120.398549901019	96.5162697379654	63.5345418066309	79.7969993450463	32.8984633542258	57.5391541751431	61.9631080790507	34.0369188527288	85.0699163645871	86.3595796699791	81.7660919334615	110.268110590093	51.3633064158889	96.796770572459	92.0385671153158	105.486720377148	79.9204248770903	79.8708467868532	99.7461666835237	60.8896128672192	83.9131634820539	111.479977525925	74.1408481902438	97.557662741179	116.739165625919	99.4001978465442
uc003lmj.1-x0-0	329.916410919914	378.114322607223	341.665497585786	340.339584408826	339.948846779347	277.484275496651	148.021964421832	127.675198952074	106.920005901234	109.193622127828	123.926216158101	103.871286843672	422.32934810585	448.405509824891	391.902323446708	381.795365569167	415.575842819465	351.159584722508	321.532112193243	273.484089866679	191.464039453749	155.424350504147	206.617059558728	145.349398457233	261.611627326403	313.964018338321	222.422544570731	285.990956528936	408.587079690716	248.781286135701
uc021yew.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90691556952399	0	0	0	0	0	0	0	0	0	0
uc003lmw.3-x0-0	202.264829583054	254.454292572156	225.592835392259	211.667826637241	205.385761595855	225.313318881534	682.658374730822	750.091793843435	750.338029579073	517.19853355157	542.177195691694	513.487999933409	1076.20994785495	1003.09973308976	1107.3556278645	1109.69237304828	1017.92734533307	1137.25353766746	728.672149257937	750.127789348605	817.603195505198	598.671572312269	623.413541772023	604.476721286668	1111.96159951085	1085.22345469115	1173.98198237793	1314.35563432808	1270.66091815904	1347.23770979582
DAC+SB.796.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.796.2-x1-0	1.79790959629381	4.75615500134871	1.87213971279883	1.11404119282758	10.6234014618546	0.978205436533433	2.02769814276482	0	0.632662756812035	2.61541609887014	0	3.52106057097195	0.503372286180989	0	1.59699398307542	1.27477584497218	0	1.73626494300375	2.81340598169088	7.81383113904797	4.59973668357354	6.47601460433944	3.56236309584013	2.4552263252911	0.897466989112876	2.27510158216174	4.0905295553238	3.34101584730065	4.48996790868919	5.05424734812937
uc011dbk.2-x0-0	233.278770119122	178.355812550577	274.736502853228	231.720568108137	262.043902725746	275.201796144739	556.941089879403	473.462196113941	583.315061780696	674.123499483778	738.393704608687	715.362139335801	430.886676970927	421.833331464898	438.853946549125	451.270649120151	354.873753418869	423.648646092915	620.958891673201	578.22350428955	680.186062083438	549.741684190593	445.295386980016	542.113972624275	579.314941472361	577.875801869083	633.520764880773	565.96808453273	511.856341590568	551.474543984782
uc003lnf.3-x0-0	12.1358897749832	61.8300150175333	14.0410478459912	7.79828834979307	21.2468029237092	19.8901772095131	0	0	3.79597654087221	22.2310368403962	0	3.52106057097195	0	19.9291337699952	0	5.7364913023748	0	3.03846365025656	0	0	9.19947336714709	9.3542433173792	0	0	23.7828752114912	11.3755079108087	13.8055372492178	4.00921901676078	0	0
uc031slp.1-x0-0	11.6864123759098	0	14.9771177023906	11.6974325246896	0	5.21709566151164	22.9805789513346	15.9593998690093	15.8165689203009	34.6542633100294	30.9815540395253	25.234267425299	19.6315191610586	0	10.2207614916827	17.8468618296105	0	16.4945169585356	12.4593693474882	0	16.6740454779541	35.9778589129969	28.498904766721	10.8029958312808	21.539207738709	11.3755079108087	40.905295553238	46.106018692749	0	11.7932438123019
uc021yfa.1-x0-0	101.132414791527	180.733890051251	120.753011475525	89.6803160226204	99.1517469773094	123.579953482057	185.19643037252	180.873198515438	282.167589538168	241.27213512077	170.398547217389	312.787547388008	186.247745886966	199.291337699952	190.36168278259	131.93929995462	79.3796553700101	228.752906240744	146.699026188167	199.252694045723	353.02979046427	197.158666843223	149.619250025285	253.8704020351	225.712947761888	232.060361380498	310.368930010193	218.502436413463	233.478331251838	319.540749009512
uc003lng.2-x0-0	8.09059318332214	0	0	15.5965766995861	0	0	18.2492832848833	0	10.1226041089926	3.26927012358767	0	7.04212114194389	7.04721200653384	0	0	0	0	2.60439741450562	0	0	0	4.31734306955963	17.8118154792007	7.85672424093151	11.6670708584674	0	3.06789716649285	0	0	7.86216254153457
uc003lni.2-x0-0	61.1289262739896	0	60.3765057377623	50.1318536772412	74.3638102329821	52.8230935728054	120.310089804046	159.593998690093	101.226041089926	129.463096894072	227.198062956519	164.903003407186	96.6474789467499	76.3950127849815	126.801322256188	142.774894636884	93.3878298470707	88.9835783289421	196.938418718361	164.090453920007	83.3702273897705	138.154978225908	163.868702408646	82.4956045297809	187.121867230035	186.558329737263	110.444297993743	124.285789519584	116.739165625919	89.2917031502855
uc003lnn.1-x0-0	0	0	0	0	0	0.326068478844478	0	0	1.26532551362407	0	0	0	0	0	0	1.27477584497218	0	0	0.803830280483108	0	1.14993417089339	0	0	1.47313579517466	0.448733494556438	0	0.511316194415475	0	0	0
uc003lnr.1-x0-0	5.84320618795488	9.51231000269743	5.14838421019678	2.78510298206896	0	2.60854783075582	0.675899380921605	0	0	0.653854024717535	0	0	16.1079131577916	26.5721783599935	16.6087374239844	12.7477584497218	23.3469574617677	18.2307819015394	15.272775329179	11.720746708572	9.19947336714709	9.3542433173792	14.2494523833605	10.3119505662226	13.0132713421367	22.7510158216174	22.4979125542809	29.4009394562457	8.97993581737838	12.9164098896639
uc011dbl.1-x0-0	18.878050761085	7.13423250202307	19.189432056188	17.8246590852413	10.6234014618546	16.6294924210684	20.2769814276482	10.6395999126728	9.48994135218052	15.0386425685033	30.9815540395254	11.1500251414112	18.6247745886966	36.5367452449911	16.6087374239844	33.1441719692766	28.0163489541212	19.9670468445431	26.5263992559426	7.81383113904797	12.6492758798272	32.3800730216972	28.498904766721	16.6955390119795	21.0904742441526	22.7510158216174	20.9639639710345	27.3963299478653	13.4699037260676	14.6011590057071
uc011dbm.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003lnu.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011dbn.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011dbo.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66820316946013	0	0
uc011dbp.2-x0-0	0	0	0	0.557020596413791	0	1.30427391537791	0.675899380921606	0	1.26532551362407	0.653854024717535	5.16359233992089	1.76053028548597	0.503372286180989	0	0	1.27477584497218	0	1.30219870725281	1.20574542072466	3.90691556952399	1.14993417089339	0.719557178259938	7.12472619168026	0.49104526505822	1.34620048366931	0	0	1.33640633892026	4.48996790868919	0.561583038681041
uc021yfd.1-x0-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003lnw.1-x0-0	37.75610152217	49.9396275141615	57.568296168564	50.1318536772412	81.4460778742184	67.8222435996514	86.5151207579655	21.2791998253457	67.6949149788877	80.4240450402568	123.926216158101	111.500251414112	87.0834055093111	46.5013121299887	77.6139075774654	73.2996110859002	51.3633064158889	78.5659886709196	82.7945188897601	113.300551516196	90.8447995005775	112.25091980855	124.682708354405	116.868773083856	53.3992858522161	68.2530474648523	60.335310941026	65.4839106070928	53.8796149042703	70.1978798351301
uc011dbq.1-x0-0	989.749232759743	1001.1706277839	1165.87500614547	1125.18160475586	966.729533028767	1220.14824783604	1695.83154673231	2053.44278314586	2034.6434259075	3015.57476199727	3010.37433417388	3432.44721326915	1576.56200031886	1850.08791831455	1838.45947331642	1733.05776123968	1662.30337127786	1843.04523699848	1621.32567573443	1601.83538350483	1688.67832995694	1842.06637634544	1538.94085740294	1987.26018769061	1289.6600633552	1144.37609582736	1718.02241323599	1319.0330565143	1239.23114279822	1511.78154012936
uc011dbr.1-x0-0	244.515705095958	78.4765575222538	416.08305116954	240.632897650758	276.208438008219	439.866377961201	523.146120833323	287.269197642167	718.072228981659	572.122271627843	314.979132735174	1130.260443282	402.697828944791	372.01049703991	588.332583364984	528.394587740968	191.445051186495	633.302637960617	437.685587723052	78.1383113904797	746.307276909808	532.472311912354	498.730833417618	797.948555719607	390.398140264101	270.737088277248	691.299494849722	501.820580264558	368.177368512514	666.037483875714
uc011dbs.1-x0-0	437.790986697543	485.127810137569	88.4586014297447	324.74300770924	368.277917344292	129.449186101258	851.633219961223	579.858195240669	322.658005974138	1137.70600300851	1285.7344926403	400.227218233811	590.4556916903	225.863516059945	284.903726580655	586.396888687202	663.053591914202	347.687054836501	565.494602319866	625.106491123838	108.093812063978	508.726925029776	847.842416809951	142.403126866884	853.939840140901	882.739413878757	103.285871271926	700.276921594216	839.623998924879	295.392678346227
uc003lny.2-x0-0	547.013994672392	632.568615179379	639.3357119208	562.033781781515	513.464403989638	556.598893387524	829.32854039081	941.604592271546	877.503243698292	867.664290800169	1032.71846798418	941.296859306501	907.580231984323	890.167975059784	1054.01602882978	950.982780349245	1027.26612831778	1071.27546983331	1011.21849284775	945.473567824805	972.269341490358	1007.38004956391	1193.39163710644	1145.60860338083	974.200416682027	962.367969254418	1073.25269207808	878.018964670611	857.583870559635	950.760084487002
uc011dbt.2-x0-0	568.588909827918	642.080925182076	521.390910014474	660.626427346756	637.404087711275	617.247630452597	950.314529575777	1000.12239179125	823.726909369269	1165.82172607136	1301.22526966006	1004.675949584	995.670382065996	1042.95800062975	1149.51626901769	1154.30952762231	1335.44596681311	1095.14911279961	1461.36344991829	1058.774119341	961.919933952318	1258.50550477663	1385.75924428181	1241.85347533224	991.701022969728	1041.99652463008	1032.34739652484	939.493656260943	1059.63242645065	927.735179901079
uc003lom.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003los.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jgp.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66820316946013	0	0
uc003lov.4-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jgq.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jgs.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574967085446693	0	0	0	1.34620048366931	0	0	0	0	0
uc010jgr.2-x0-0	0	2.37807750067436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33640633892026	0	0
uc003loz.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jgt.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc031slt.1-x0-0	244.515705095958	252.076215071482	223.25266075126	258.457556735999	194.762360134001	230.204346064201	478.536761692497	436.223596419586	478.92570690671	470.121043771908	392.433017833988	408.443026232746	366.45502433976	372.01049703991	377.529377599029	391.356184406459	373.551319388283	387.621148525587	435.274096881603	414.133050369543	367.978934685884	393.597776508186	320.612678625612	403.639207877857	443.348692621761	429.99419902857	455.582729224188	428.318231623944	399.607143873338	400.408706579582
uc010jgu.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803830280483108	0	0.574967085446693	0	0	0	0	0	0	0.66820316946013	0	0
uc021yfk.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003lpp.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	1.17368685699065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12316607736208
uc003lpq.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jgw.3-x0-0	25.1707343481133	0	0	20.0527414708965	24.7879367443274	15.6512869845349	0	0	8.85727859536849	47.0774897796625	56.7995157391298	0	0	0	39.2860519836553	35.0563357367349	0	0	0	39.0691556952399	0	39.5756448042966	28.498904766721	27.0074895782021	0	0	0	0	0	0
uc003lps.3-x0-0	0	33.293085009441	24.3378162663848	0	0	0	32.4431702842371	69.1573994323734	0	0	0	40.4921965661774	31.2090817432213	46.5013121299887	0	0	42.0245234311818	30.8187027383165	32.1532112193243	0	36.2229263831417	0	0	0	48.9119509066517	88.728961704308	59.8239947466105	39.4239869981477	125.719101443297	0
uc003lpt.3-x0-0	0	0	0	0	0	0	41.9057616171395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.7465648119268	0	0
uc010jgx.3-x0-0	0	0	0	0	0	0	0	0	69.5929032493238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7888056360178
uc003lpv.1-x0-0	0	0	0	0	0	0	0	0	0	3.26927012358767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011dbz.1-x0-0	0	0	0	0	0	0	3.37949690460803	10.6395999126728	11.3879296226166	0	5.16359233992089	3.52106057097195	1.00674457236198	0	0.638797593230168	0.637387922486089	0	0.434066235750937	0	0	0	0	0	0	8.97466989112876	0	4.60184574973927	0	0	3.36949823208624
uc003lpw.1-x0-0	13.0348445731301	28.5369300080923	33.6985148303789	18.9387002780689	14.1645352824728	23.8029989556469	20.2769814276482	63.837599476037	26.5718357861055	26.1541609887014	36.1451463794462	25.234267425299	28.6922203123164	43.1797898349895	31.3010820682782	28.0450685893879	9.33878298470707	20.401113080294	49.8374773899527	31.2553245561919	25.8735188451012	28.7822871303975	21.3741785750408	33.3910780239589	34.1037455862893	45.5020316432349	28.1223906928511	32.7419553035464	58.3695828129595	28.079151934052
uc003lpx.1-x0-0	0	2.37807750067436	0	0	0	0	4.73129566645124	0	1.8979882704361	1.30770804943507	0	0.586843428495325	0	0	0	0	0	0	0.401915140241554	0	0	0.719557178259938	0	0	1.34620048366931	2.27510158216174	0.511316194415475	0	0	1.68474911604312
uc003lqd.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64711052740117	0	0	0
uc003lqe.1-x0-0	0	0	1.40410478459912	0	0	0	0	0	0.632662756812035	0	0	0	0.503372286180989	0	0	0	0	0	0	0	1.14993417089339	0.719557178259938	0	0	4.48733494556438	4.55020316432349	0	1.33640633892026	0	7.30057950285353
uc003lqg.4-x0-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803830280483108	3.90691556952399	0.574967085446693	0.719557178259938	7.12472619168026	0	1.34620048366931	0	1.53394858324642	0.66820316946013	0	0
uc003lqi.2-x0-0	1.79790959629381	0	2.34017464099854	0	0	0.652136957688956	0.675899380921606	5.31979995633642	0	0	0	0	0	0	0.319398796615084	0	0	0.434066235750937	5.2248968231402	0	3.44980251268016	0	3.56236309584013	0.49104526505822	2.69240096733863	0	3.57921336090832	3.34101584730065	0	2.24633215472416
uc011dca.2-x0-0	246.313614692252	197.380432555972	257.887245438039	192.729126359172	208.926895416473	241.616742823758	262.248959797583	223.43159816613	292.922856403972	462.274795475297	382.105833154146	547.524918786138	356.890950902321	259.078739009937	324.509177360925	357.574624514696	326.857404464747	393.6980758261	316.307215370103	253.949512019059	310.482226141214	431.014749777703	320.612678625612	453.234779648737	369.756399514505	361.741151563717	412.632168893288	396.244479489857	368.177368512514	371.206388568168
uc003lqm.2-x0-0	25.1707343481133	33.293085009441	34.1665497585786	20.0527414708965	17.705669103091	48.9102718266717	14.8697863802753	10.6395999126728	40.4904164359702	10.4616643954806	0	2.93421714247662	36.7461768912122	6.64304458999839	34.175671237814	22.9459652094992	37.3551319388283	42.5384911035918	45.4164108472956	62.5106491123838	28.7483542723347	28.0627299521376	17.8118154792007	38.7925759395994	67.3100241834657	81.9036569578228	68.0050538572581	56.7972694041111	71.839486539027	63.4588833709576
uc003lqn.2-x0-0	159.564476671076	116.525797533044	155.387596162303	189.944023377103	205.385761595855	178.359457927929	92.59821518626	138.314798864747	78.4501818446923	56.8853001504255	56.7995157391298	63.9659337059904	242.625441939237	229.185038354944	256.157834885297	267.065539521671	280.163489541212	240.038628370268	181.263728248941	179.718116198103	226.537031665997	225.940953973621	210.179422654568	223.916640866548	469.82396880059	445.919910103702	462.741155946005	439.009482335306	390.62720805596	464.429172989221
uc003lqr.3-x0-0	8.98954798146905	0	4.68034928199707	10.0263707354482	10.6234014618546	6.84743805573403	2.70359752368642	0	6.32662756812035	7.19239427189288	0	9.38949485592519	8.05395657889582	6.64304458999839	1.27759518646034	7.01126714734698	14.0081744770606	3.4725298860075	16.0766056096622	7.81383113904797	10.9243746234872	9.3542433173792	14.2494523833605	9.32986003610617	11.2183373639109	13.6506094929705	9.20369149947854	4.00921901676078	17.9598716347568	8.98532861889665
uc011dcb.2-x0-0	227.88504133024	145.062727541136	219.040346397463	159.307890574344	166.433289569055	201.510319925887	255.489965988367	297.908797554839	189.166164286798	228.848908651137	258.179616996045	189.55042740399	242.625441939237	219.220471469947	157.783005527851	212.250178187868	210.122617155909	158.434176049092	268.8812288216	437.574543786686	200.088545735449	246.088554964899	121.120345258564	223.42559560149	342.383656346562	254.811377202115	208.617007321514	298.686816748678	332.257625243	133.095180167407
uc010jha.2-x0-0	1349.78062941758	1381.6630278918	1322.66670709237	1266.10781564855	1264.1847739607	1280.14484794342	2260.20752980185	2175.79818214159	2298.46379549812	2052.44778358834	2034.45538192883	2131.41533229502	1333.93655837962	1458.14828750465	1372.1372302584	1349.98761982554	1209.37239651957	1365.1383114367	2053.3844514941	2066.75833627819	2141.75239328893	2162.98887784938	2290.5994706252	1932.26311800409	2254.8858101461	2284.20198849039	2359.72423722742	2131.56811057782	2029.46549472751	2085.71940566139
uc003lqz.3-x0-0	69.2195194573117	49.9396275141615	71.6093440145552	61.8292862019308	53.1170073092729	80.2128457957415	91.9223158053384	58.5177995197006	98.6953900626774	77.1547749166691	46.472331059288	91.5475748452706	67.4518863482525	83.0380573749799	59.7275749670207	68.2005077060115	37.3551319388283	74.6593925491612	104.096021322562	85.9521425295277	112.118581662105	141.752764117208	81.934351204323	113.922501493507	138.209916323383	125.130587018896	139.589321075425	159.700557500971	125.719101443297	147.134756134433
DAC+SB.798.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72490125634008	0	0	0	0	0	0	0	0	0
DAC+SB.798.2-x1-0	0	0	0	0	0	0	0	0	0	0.653854024717535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.122.2-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803830280483108	0	0	0	0	0	0	0	0	0	0	0
uc003lrb.2-x0-0	74.6132482461931	0	81.4380775067491	99.1496661616548	99.1517469773094	66.191901205429	130.44858051787	164.913798646429	121.471249307911	107.885914078393	196.216508916994	113.260781699598	135.910517268867	152.790025569963	141.174268103867	168.907799458814	140.081744770606	139.769327911802	152.72775329179	191.438862906675	151.791310557927	153.265678969367	188.805244079527	131.109085770545	72.2460926235865	106.929774361602	79.2540101343986	52.1198472178902	62.8595507216487	69.636296796449
uc003lre.1-x0-0	0	73.7204025209051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003lrf.3-x0-0	198.219532991393	178.355812550577	213.423927259067	218.90909439062	208.926895416473	240.964605866069	510.304032595812	468.142396157605	537.763343290229	538.775716367249	454.396125913038	629.682998775483	629.718730012417	614.481624574851	590.248976144675	639.937474176033	546.318804605363	655.005949748164	435.676012021844	425.853797078114	503.096199765856	445.405893342902	384.735214350734	418.861611094661	183.083265779027	184.283228155101	186.630410961648	215.161420566162	157.148876804122	196.554063538364
uc021yfs.1-x0-0	43.1498303110514	42.8053950121384	39.7829688969751	35.6493181704826	17.705669103091	41.0846283344042	28.3877739987074	15.9593998690092	41.1230791927823	32.0388472111592	25.8179616996045	40.4921965661774	26.1753588814114	36.5367452449911	28.1070941021274	31.2320082018184	9.33878298470707	32.5549676813203	47.4259865485033	35.1622401257159	38.5227947249284	48.2103309434159	49.8730833417618	49.5955717708802	43.078415477418	47.7771332253966	41.4166117476534	46.106018692749	40.4097111782027	53.3503886746989
uc011dcd.2-x0-0	18.878050761085	7.13423250202307	16.8492574151895	7.79828834979307	10.6234014618546	5.8692326192006	152.753260088283	101.076199170392	129.063202389655	23.5387448898313	46.472331059288	21.713206854327	219.973689061092	229.185038354944	210.164408172725	186.117273365938	238.13896611003	154.527579927334	37.3781080424645	31.2553245561919	49.4471693484156	23.745386882578	35.6236309584013	30.4448064336096	672.6515083401	643.853747751774	586.990991188965	606.728477869798	664.515250486	599.20910227267
uc011dce.1-x0-0	0.449477399073453	0	0.468034928199707	0.557020596413791	0	0	10.1384907138241	47.8781996070278	21.5105337316092	1.30770804943507	0	0.586843428495325	16.6112854439726	0	24.2743085427464	15.2973101396661	0	21.7033117875469	2.41149084144932	0	2.29986834178677	0	0	1.96418106023288	38.1423470372972	40.9518284789114	51.1316194415475	50.7834408789699	76.3294544477162	63.4588833709576
uc011dcf.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96456688499758	0	0	0	0	0	0	0	0.719557178259938	0	0	7.62846940745944	0	11.2489562771404	0	0	2.8079151934052
DAC+SB.799.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2860891799968	1.27759518646034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010jhd.3-x0-0	0	0	0	0	0	0	9.46259133290248	10.6395999126728	10.1226041089926	1.30770804943507	0	0.586843428495325	7.55058429271484	9.96456688499758	11.498356678143	10.1982067597774	18.6775659694141	6.07692730051312	26.124484115701	27.3484089866679	36.2229263831417	2.15867153477982	0	3.92836212046576	15.7056723094753	18.200812657294	10.2263238883095	8.01843803352156	13.4699037260676	6.17741342549145
uc011dcg.1-x0-0	0	2.37807750067436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56236309584013	0	0	0	0	0	0	0
uc010jhe.2-x0-0	1.34843219722036	0	1.40410478459912	1.67106178924137	0	1.30427391537791	3.37949690460803	0	3.16331378406017	1.30770804943507	0	1.17368685699065	7.04721200653385	6.64304458999839	8.62376750860726	3.82432753491653	9.33878298470707	7.37912600776593	3.21532112193243	0	4.02476959812685	2.87822871303975	0	0.982090530116439	1.79493397822575	0	2.0452647776619	4.00921901676078	0	3.93108127076728
uc010jhf.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011dci.1-x0-0	213.052287160817	304.393920086318	194.234495202879	233.391629897378	269.126170366983	218.4658808258	244.675575893621	292.588997598503	201.186756666227	356.350443471057	387.269425494067	326.871789671896	379.039331494285	438.440942939894	337.285129225529	386.25708102657	522.971847143596	371.994764038553	348.862341729669	511.805939607642	312.782094483001	420.221392103804	559.291006046901	408.549660528439	265.201495282855	313.964018338321	248.499670485921	265.944861445132	305.317817790865	228.564296743184
uc003lsl.3-x0-0	75.0627256452666	76.0984800215794	73.0134487991543	74.640759919448	70.8226764123639	56.4098468400947	160.864052659342	127.675198952074	138.553143741836	128.809242869354	118.762623818181	117.95552912756	137.42063412741	109.610235734973	138.299678934331	114.729826047496	102.726612831778	116.329751181251	59.0815256155084	89.8590580990517	69.5710173390499	54.6863455477553	60.5601726292822	62.8537939274521	52.9505523576597	59.1526411362053	57.2674137745332	50.1152377095098	40.4097111782027	40.995561823716
uc031slu.1-x0-0	199.567965188613	168.843502547879	187.213971279883	176.575529063172	162.892155748437	216.509469952733	346.736382412784	377.705796899886	365.046410680544	347.196487125011	258.179616996045	407.269339375755	318.634657152566	325.509184909921	358.046051005509	345.46425398746	303.51044700298	374.599161453059	295.0057129373	351.622401257159	422.025840717873	316.605158434373	242.240690517129	404.621298407973	393.09054123144	357.190948399394	416.211382254196	354.815882983329	233.478331251838	402.093455695625
uc010jhj.2-x0-0	88.0975702183967	114.147720032369	94.5430554963409	99.1496661616548	99.1517469773094	88.690626245698	207.501109942933	159.593998690093	198.656105638979	208.579433884894	206.543693596836	220.653129114242	154.031919571383	109.610235734973	136.702684951256	130.664524109648	93.3878298470707	149.318785098322	220.651411992613	195.345778476199	217.912525384297	202.915124269303	199.492333367047	232.264410372538	252.188223940718	295.763205681027	263.327840123969	245.898766361328	264.908106612662	236.988042323399
uc011dck.1-x0-0	9.4390253805425	9.51231000269743	4.21231435379737	7.24126775337928	0	11.0863282807122	22.304679570413	0	16.4492316771129	11.7693724449156	0	19.952676568841	4.5303505756289	0	18.5251302036749	4.46171545740262	23.3469574617677	14.3241857797809	22.507247853527	46.8829868342878	32.1981567850148	12.232472030419	21.3741785750408	21.1149463975034	21.0904742441526	18.200812657294	25.0544935263583	16.7050792365033	0	31.4486501661383
uc003lsz.1-x0-0	7.64111578424869	2.37807750067436	5.14838421019678	5.01318536772412	7.08226764123639	7.49957501342299	4.05539628552963	0	6.32662756812035	5.88468622245781	10.3271846798418	7.62896457043922	8.55732886507681	3.32152229499919	6.70737472891676	7.01126714734698	0	4.34066235750937	6.43064224386486	3.90691556952399	6.89960502536032	12.9520292086789	0	9.82090530116439	7.17973591290301	4.55020316432349	6.1357943329857	3.34101584730065	4.48996790868919	6.17741342549145
