seqnames	start	end	width	strand	symbol	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2
chr6	149863456	149863456	1	*	RAET1E-AS1	13	0	13	10	0	10
chr3	12663614	12664508	895	*	RAF1	163	3	160	53	2	51
chr18	9475147	9476080	934	*	RALBP1	205	0	205	60	1	59
chr20	33994612	33994612	1	*	RALY-AS1	10	0	10	10	0	10
chr16	67806040	67806040	1	*	RANBP10	17	1	16	10	0	10
chr7	102616673	102616680	8	*	RASA4	75	0	75	20	0	20
chr22	35540782	35540782	1	*	RASD2	19	3	16	12	0	12
chr4	81472173	81472200	28	*	RASGEF1B	48	0	48	31	1	30
chr2	33476054	33476075	22	*	RASGRP3	48	0	48	21	0	21
chr18	59272745	59272748	4	*	RAX	34	27	7	20	20	0
chr18	22933227	22934255	1029	*	RBBP8	208	1	207	95	0	95
chr18	80067393	80067393	1	*	RBFADN	24	10	14	10	2	8
chr5	150700277	150700283	7	*	RBM22	40	6	34	20	1	19
chr19	35628725	35628882	158	*	RBM42	94	0	94	47	0	47
chr4	154781644	154781650	7	*	RBM46	25	23	2	20	14	6
chr4	26319532	26319532	1	*	RBPJ	32	1	31	10	0	10
chr1	17438273	17438275	3	*	RCC2	45	0	45	20	0	20
chr19	10013367	10013367	1	*	RDH8	21	3	18	11	1	10
chr2	86338384	86338384	1	*	REEP1	34	23	11	11	6	5
chr8	22142805	22142805	1	*	REEP4	20	8	12	10	3	7
chr18	62187609	62187635	27	*	RELCH	203	2	201	57	0	57
chr7	150369376	150369376	1	*	REPIN1	18	0	18	10	0	10
chr19	7669432	7669435	4	*	RETN	33	3	30	20	2	18
chr2	99490530	99490734	205	*	REV1	39	0	39	20	0	20
chr7	74254788	74254811	24	*	RFC2	83	0	83	31	0	31
chr17	35089844	35089844	1	*	RFFL	21	0	21	10	0	10
chr16	74667106	74667106	1	*	RFWD3	21	0	21	10	0	10
chr19	14005645	14005664	20	*	RFX1	34	0	34	20	0	20
chr19	19192927	19192931	5	*	RFXANK	27	0	27	20	0	20
chr13	41458032	41458034	3	*	RGCC	50	0	50	20	0	20
chr19	11418889	11418889	1	*	RGL3	23	0	23	10	0	10
chr22	29268064	29268092	29	*	RHBDD3	155	0	155	42	0	42
chr11	8169276	8169276	1	*	RIC3	22	21	1	11	8	3
chr12	106774320	106774320	1	*	RIC8B	20	0	20	10	0	10
chr12	8698255	8698274	20	*	RIMKLB	112	3	109	48	0	48
chr11	66336230	66336230	1	*	RIN1	14	0	14	10	0	10
chr6	3068363	3068391	29	*	RIPK1	48	0	48	46	0	46
chr6	25042269	25042269	1	*	RIPOR2	19	18	1	10	8	2
chr18	43115472	43115488	17	*	RIT2	71	65	6	34	25	9
chr1	40161838	40161838	1	*	RLF	12	0	12	11	0	11
chr6	151452051	151452051	1	*	RMND1	29	0	29	11	0	11
chr9	35657697	35657707	11	*	RMRP	78	0	78	43	0	43
chr21	8209062	8209062	1	*	RNA18SN5	25	22	3	11	8	3
chr21	8441198	8441198	1	*	RNA28SN2	46	13	33	11	2	9
chr21	8441068	8441126	59	*	RNA28SN5	53	38	15	23	19	4
chr21	8433849	8433876	28	*	RNA45SN1	365	100	265	124	47	77
chr1	228646916	228646916	1	*	RNA5S17	35	0	35	10	0	10
chr1	228628161	228628182	22	*	RNA5S9	165	155	10	70	52	18
chr12	120533774	120533864	91	*	RNF10	232	131	101	84	44	40
chr18	61892344	61892364	21	*	RNF152	56	49	7	25	18	7
chr17	80415565	80415565	1	*	RNF213-AS1	31	0	31	10	0	10
chr4	2468494	2468517	24	*	RNF4	115	0	115	30	0	30
chr12	56221814	56221819	6	*	RNF41	31	0	31	20	2	18
chr5	176537714	176537852	139	*	RNF44	71	1	70	35	0	35
chr13	26222414	26222434	21	*	RNF6	46	0	46	41	0	41
chr6	37354134	37354150	17	*	RNF8	57	1	56	32	0	32
chr11	507086	507086	1	*	RNH1	34	0	34	11	0	11
chr18	13726975	13727307	333	*	RNMT	42	3	39	23	2	21
chr17	43251707	43251737	31	*	RNU2-1	103	11	92	36	3	33
chr1	143699360	143699360	1	*	RNVU1-17	12	0	12	10	1	9
chr18	21112297	21112306	10	*	ROCK1	83	0	83	39	0	39
chr7	32942600	32942621	22	*	RP9P	62	0	62	30	0	30
chr2	88691506	88691518	13	*	RPIA	110	1	109	43	2	41
chr6	35468896	35468901	6	*	RPL10A	79	0	79	30	0	30
chr9	127451057	127451061	5	*	RPL12	36	0	36	21	0	21
chr19	17860343	17860343	1	*	RPL18A	34	0	34	10	0	10
chr3	170870149	170870160	12	*	RPL22L1	54	0	54	23	0	23
chr22	39319478	39319482	5	*	RPL3	56	0	56	20	0	20
chr11	810322	810347	26	*	RPLP2	156	0	156	66	0	66
chr1	150364889	150364914	26	*	RPRD2	73	1	72	24	0	24
chr19	1438595	1438785	191	*	RPS15	96	0	96	59	0	59
chr22	39532460	39532460	1	*	RPS19BP1	19	0	19	10	0	10
chr12	56042589	56042617	29	*	RPS26	83	0	83	47	0	47
chr1	153990790	153990790	1	*	RPS27	19	0	19	10	0	10
chr3	9843493	9843493	1	*	RPUSD3	36	0	36	10	0	10
chr1	38859301	38859309	9	*	RRAGC	55	0	55	20	0	20
chr6	89411549	89411551	3	*	RRAGD	39	0	39	20	0	20
chr8	102238534	102238534	1	*	RRM2B	20	0	20	11	0	11
chr21	43660286	43660286	1	*	RRP1B	22	0	22	10	0	10
chr16	11852010	11852010	1	*	RSL1D1	19	0	19	10	0	10
chr6	127118959	127118959	1	*	RSPO3	17	7	10	10	0	10
chr11	63681684	63681684	1	*	RTN3	25	0	25	10	0	10
chr18	70205662	70205986	325	*	RTTN	198	0	198	72	0	72
chr1	24929403	24929430	28	*	RUNX3	134	12	122	60	11	49
chr6	116571085	116571101	17	*	RWDD1	103	4	99	43	0	43
chr1	151993530	151994158	629	*	S100A10	58	1	57	33	2	31
chr19	10231057	10231057	1	*	S1PR2	27	1	26	10	0	10
chr7	100574516	100574516	1	*	SAP25	12	12	0	10	8	2
chr6	31762799	31762799	1	*	SAPCD1	21	21	0	10	8	2
chr6	148342905	148342918	14	*	SASH1	34	0	34	20	0	20
chr1	155262271	155262285	15	*	SCAMP3	34	1	33	23	0	23
chr2	233275241	233275241	1	*	SCARNA5	11	11	0	11	11	0
chr10	100346919	100346919	1	*	SCD	16	0	16	10	0	10
chr4	82798891	82798891	1	*	SCD5	18	1	17	11	2	9
chr11	123654122	123654124	3	*	SCN3B	33	11	22	24	6	18
chr1	52927746	52927746	1	*	SCP2	17	1	16	12	2	10
chr22	43276025	43276029	5	*	SCUBE1-AS1	22	0	22	20	0	20
chr4	75990767	75990770	4	*	SDAD1	60	0	60	20	0	20
chr22	21642163	21642172	10	*	SDF2L1	51	0	51	30	0	30
chr18	59139812	59140377	566	*	SEC11C	73	0	73	34	1	33
chr3	10321081	10321286	206	*	SEC13	58	0	58	30	0	30
chr17	77140167	77140167	1	*	SEC14L1	23	0	23	10	0	10
chr22	30397028	30397044	17	*	SEC14L2	114	7	107	55	2	53
chr10	119892590	119892726	137	*	SEC23IP	122	0	122	63	0	63
chr3	128052439	128052749	311	*	SEC61A1	83	0	83	56	0	56
chr6	107958474	107958658	185	*	SEC63	124	0	124	58	0	58
chr18	12948030	12948655	626	*	SEH1L	111	0	111	45	0	45
chr1	151373646	151373646	1	*	SELENBP1	22	11	11	10	5	5
chr22	31107805	31107805	1	*	SELENOM	14	0	14	10	0	10
chr7	85186760	85186773	14	*	SEMA3D	46	0	46	44	2	42
chr19	4559827	4559827	1	*	SEMA6B	22	0	22	10	0	10
chr1	151146617	151146642	26	*	SEMA6C	102	1	101	62	0	62
chr15	47718793	47718793	1	*	SEMA6D	17	3	14	10	0	10
chr3	185586174	185586174	1	*	SENP2	10	0	10	10	0	10
chr3	101513163	101513163	1	*	SENP7	11	0	11	11	0	11
chr4	25160351	25160351	1	*	SEPSECS	17	0	17	10	0	10
chr11	18012625	18012625	1	*	SERGEF	17	2	15	10	0	10
chr22	42501419	42501419	1	*	SERHL	22	17	5	12	8	4
chr6	122471821	122471832	12	*	SERINC1	37	0	37	20	0	20
chr3	150545612	150545635	24	*	SERP1	65	1	64	20	0	20
chr18	63970192	63970192	1	*	SERPINB8	39	0	39	10	0	10
chr3	167735915	167735917	3	*	SERPINI1	54	0	54	20	0	20
chr2	64653186	64653186	1	*	SERTAD2	12	0	12	10	0	10
chr6	109009331	109009331	1	*	SESN1	20	0	20	10	0	10
chr11	64777505	64777505	1	*	SF1	21	0	21	14	0	14
chr2	24076057	24076070	14	*	SF3B6	31	0	31	21	1	20
chr22	31496754	31496754	1	*	SFI1	25	0	25	10	1	9
chr10	104121964	104121964	1	*	SFR1	24	0	24	12	0	12
chr6	134174664	134174839	176	*	SGK1	116	0	116	47	3	44
chr10	50624657	50624672	16	*	SGMS1-AS1	108	0	108	49	0	49
chr14	63727940	63727960	21	*	SGPP1	67	4	63	30	1	29
chr16	28846569	28846584	16	*	SH2B1	45	0	45	23	0	23
chr21	39445971	39445988	18	*	SH3BGR	82	0	82	54	1	53
chr7	155809158	155809604	447	*	SHH	32	8	24	23	4	19
chr9	34638079	34638085	7	*	SIGMAR1	45	0	45	26	0	26
chr11	65638670	65638670	1	*	SIPA1	17	0	17	10	0	10
chr20	1490902	1490902	1	*	SIRPB2	18	1	17	13	0	13
chr19	38899490	38899498	9	*	SIRT2	48	0	48	20	0	20
chr14	104753595	104753620	26	*	SIVA1	78	0	78	33	0	33
chr19	45769896	45769914	19	*	SIX5	130	1	129	58	2	56
chr18	50375161	50375182	22	*	SKA1	105	0	105	35	0	35
chr17	59155279	59155314	36	*	SKA2	112	0	112	59	1	58
chr1	159827607	159827607	1	*	SLAMF8	18	18	0	10	5	5
chr7	100827155	100827171	17	*	SLC12A9	91	0	91	44	3	41
chr18	45724386	45724386	1	*	SLC14A1	18	16	2	11	6	5
chr18	45507296	45507296	1	*	SLC14A2-AS1	32	31	1	12	6	6
chr17	82234770	82234770	1	*	SLC16A3	21	9	12	10	3	7
chr9	4491444	4491444	1	*	SLC1A1	39	1	38	10	2	8
chr2	64990051	64990073	23	*	SLC1A4	85	2	83	20	0	20
chr11	2903774	2903774	1	*	SLC22A18AS	22	3	19	12	5	7
chr10	68527037	68527250	214	*	SLC25A16	75	3	72	34	1	33
chr17	75289529	75289549	21	*	SLC25A19	101	0	101	34	0	34
chr11	796361	797457	1097	*	SLC25A22	50	0	50	20	0	20
chr19	6459611	6459611	1	*	SLC25A23	11	0	11	10	0	10
chr1	9540209	9540229	21	*	SLC25A33	80	0	80	31	0	31
chr3	140941890	140941892	3	*	SLC25A36	32	0	32	20	0	20
chr17	44325231	44325231	1	*	SLC25A39	18	1	17	12	0	12
chr7	87875787	87875815	29	*	SLC25A40	98	1	97	58	2	56
chr9	37904645	37904670	26	*	SLC25A51	36	25	11	33	22	11
chr5	149961267	149961267	1	*	SLC26A2	19	2	17	11	0	11
chr7	107660646	107660651	6	*	SLC26A4	23	9	14	21	0	21
chr19	17470245	17470251	7	*	SLC27A1	37	0	37	26	0	26
chr1	153776288	153776314	27	*	SLC27A3	59	16	43	20	8	12
chr6	44224058	44224086	29	*	SLC29A1	54	1	53	39	0	39
chr1	211578274	211578274	1	*	SLC30A1	33	0	33	10	0	10
chr1	100895871	100895871	1	*	SLC30A7	21	0	21	10	0	10
chr6	8435329	8435352	24	*	SLC35B3	117	0	117	46	0	46
chr7	134317102	134317119	18	*	SLC35B4	137	0	137	65	0	65
chr6	136922062	136922062	1	*	SLC35D3	18	0	18	10	2	8
chr11	107859197	107859197	1	*	SLC35F2	20	0	20	11	0	11
chr2	26764206	26764226	21	*	SLC35F6	60	0	60	47	0	47
chr11	125063025	125063043	19	*	SLC37A2	69	0	69	21	0	21
chr12	46372694	46372694	1	*	SLC38A2	28	0	28	11	0	11
chr18	36129535	36129551	17	*	SLC39A6	29	0	29	20	0	20
chr11	62880822	62880822	1	*	SLC3A2	14	0	14	10	0	10
chr19	10602188	10602188	1	*	SLC44A2	14	2	12	10	5	5
chr20	3239920	3239920	1	*	SLC4A11	29	3	26	10	0	10
chr18	79950689	79952293	1605	*	SLC66A2	57	6	51	22	3	19
chr13	29595112	29595119	8	*	SLC7A1	49	0	49	20	0	20
chr16	68310513	68310534	22	*	SLC7A6OS	85	2	83	52	0	52
chr1	27154564	27154564	1	*	SLC9A1	19	18	1	10	7	3
chr16	3611740	3611764	25	*	SLX4	178	0	178	58	0	58
chr4	145482601	145482622	22	*	SMAD1	31	0	31	21	0	21
chr18	47930373	47930373	1	*	SMAD2	10	0	10	10	0	10
chr18	48943031	48951192	8162	*	SMAD7	339	26	313	117	11	106
chr12	51270832	51270832	1	*	SMAGP	20	1	19	10	0	10
chr1	40395961	40395961	1	*	SMAP2	10	2	8	10	7	3
chr4	143513348	143513370	23	*	SMARCA5	37	1	36	42	0	42
chr4	143514387	143514387	1	*	SMARCA5-AS1	32	0	32	10	0	10
chr2	216412542	216412542	1	*	SMARCAL1	31	0	31	10	0	10
chr3	47781941	47781947	7	*	SMARCC1	34	0	34	20	0	20
chr18	2656034	2656178	145	*	SMCHD1	133	0	133	72	0	72
chr1	183472531	183472531	1	*	SMG7	14	0	14	10	0	10
chr19	43754630	43754642	13	*	SMG9	52	0	52	41	0	41
chr1	3773517	3773517	1	*	SMIM1	15	3	12	10	1	9
chr4	39638549	39639196	648	*	SMIM14	114	1	113	83	0	83
chr9	32552332	32552353	22	*	SMIM27	52	0	52	24	0	24
chr9	33076680	33076703	24	*	SMU1	64	0	64	30	0	30
chr12	54188173	54188173	1	*	SMUG1	25	22	3	12	9	3
chr1	214280975	214280988	14	*	SMYD2	36	0	36	20	1	19
chr7	44986227	44986244	18	*	SNHG15	32	0	32	25	0	25
chr6	85678553	85678773	221	*	SNHG5	153	0	153	70	0	70
chr16	11667912	11668084	173	*	SNN	88	9	79	63	2	61
chr14	100990534	100990534	1	*	SNORD114-29	27	18	9	13	7	6
chr22	39316689	39316689	1	*	SNORD139	34	0	34	10	0	10
chr21	16285484	16285484	1	*	SNORD74B	13	11	2	13	9	4
chr12	123458915	123458915	1	*	SNRNP35	16	0	16	11	0	11
chr6	34757288	34757296	9	*	SNRPC	46	0	46	21	0	21
chr18	21612347	21612366	20	*	SNRPD1	84	0	84	20	0	20
chr1	203861807	203861807	1	*	SNRPE	13	0	13	10	0	10
chrX	71068266	71068266	1	*	SNX12	18	0	18	10	0	10
chr11	65027508	65027531	24	*	SNX15	68	1	67	65	0	65
chr2	27370695	27371200	506	*	SNX17	170	1	169	69	0	69
chr4	185209259	185209287	29	*	SNX25	82	25	57	35	3	32
chr9	112751576	112751587	12	*	SNX30	47	0	47	21	0	21
chr7	2313718	2313738	21	*	SNX8	106	94	12	72	52	20
chr2	39120307	39120324	18	*	SOS1	48	0	48	33	0	33
chr5	157671102	157671102	1	*	SOX30	25	7	18	12	3	9
chr2	173963968	173963993	26	*	SP3	152	0	152	62	0	62
chr9	132878478	132878478	1	*	SPACA9	13	0	13	10	0	10
chr9	35811280	35811288	9	*	SPAG8	49	39	10	21	10	11
chr2	32063188	32063188	1	*	SPAST	20	0	20	10	0	10
chr17	76385200	76385225	26	*	SPHK1	108	5	103	43	0	43
chr19	48619757	48619774	18	*	SPHK2	64	0	64	23	0	23
chr4	123397547	123397563	17	*	SPRY1	23	0	23	20	0	20
chr8	124998367	124998367	1	*	SQLE	10	0	10	10	0	10
chr22	41832616	41832616	1	*	SREBF2	29	0	29	11	0	11
chr6	43170935	43170941	7	*	SRF	51	0	51	29	0	29
chr15	40038911	40038911	1	*	SRP14	24	0	24	11	0	11
chr1	225777855	225777865	11	*	SRP9	52	0	52	30	0	30
chr16	2744901	2752314	7414	*	SRRM2-AS1	71	21	50	53	8	45
chr12	118981692	118981718	27	*	SRRM4	23	13	10	21	10	11
chr11	95067822	95067831	10	*	SRSF8	36	0	36	23	0	23
chr18	26090591	26090610	20	*	SS18	164	0	164	59	0	59
chr19	18420158	18420163	6	*	SSBP4	38	0	38	25	0	25
chr11	57335484	57335491	8	*	SSRP1	72	0	72	20	0	20
chr22	40856350	40856355	6	*	ST13	43	1	42	21	1	20
chr16	70439465	70439465	1	*	ST3GAL2	24	0	24	10	0	10
chr2	85888356	85888373	18	*	ST3GAL5	49	1	48	25	2	23
chr10	88880310	88880335	26	*	STAMBPL1	116	0	116	49	0	49
chr7	90154122	90154122	1	*	STEAP1	33	27	6	12	8	4
chr11	3855284	3855306	23	*	STIM1	33	0	33	21	0	21
chr4	5051331	5051331	1	*	STK32B	25	18	7	11	6	5
chr10	132330898	132330898	1	*	STK32C	15	0	15	10	0	10
chr6	36546846	36546846	1	*	STK38	17	1	16	10	1	9
chr2	168248079	168248079	1	*	STK39	30	5	25	11	0	11
chr17	63741379	63741379	1	*	STRADA	22	0	22	10	0	10
chr1	108747373	108747373	1	*	STXBP3	22	0	22	11	1	10
chr1	172532383	172532383	1	*	SUCO	34	2	32	12	0	12
chr13	52652676	52652703	28	*	SUGT1	81	0	81	45	0	45
chr2	202238126	202238126	1	*	SUMO1	21	1	20	10	0	10
chr11	9663141	9663236	96	*	SWAP70	71	45	26	45	26	19
chr19	11375485	11375485	1	*	SWSAP1	30	1	29	13	1	12
chr19	55179326	55179340	15	*	SYT5	83	0	83	32	4	28
chr10	122164063	122164063	1	*	TACC2	27	2	25	10	1	9
chr4	7043696	7043718	23	*	TADA2B	72	1	71	30	1	29
chr1	28642572	28642572	1	*	TAF12	24	0	24	10	0	10
chr18	26227185	26227185	1	*	TAF4B	20	0	20	11	0	11
chr1	159924813	159925934	1122	*	TAGLN2	67	0	67	33	0	33
chr11	748008	748279	272	*	TALDO1	132	0	132	63	0	63
chr17	62965687	62965712	26	*	TANC2	22	9	13	26	6	20
chr12	118373216	118373216	1	*	TAOK3	25	0	25	11	0	11
chr16	71564796	71564796	1	*	TAT-AS1	18	0	18	11	1	10
chr3	10248387	10248907	521	*	TATDN2	50	0	50	20	0	20
chr10	94403466	94403466	1	*	TBC1D12	12	2	10	10	0	10
chr4	26583709	26583709	1	*	TBC1D19	14	0	14	10	0	10
chr9	98256076	98256095	20	*	TBC1D2	39	0	39	25	0	25
chr22	46762590	46762617	28	*	TBC1D22A	34	0	34	21	0	21
chr3	100261380	100261380	1	*	TBC1D23	33	0	33	10	0	10
chr5	179908068	179908089	22	*	TBC1D9B	55	0	55	39	0	39
chr6	42745357	42745362	6	*	TBCC	50	0	50	25	0	25
chr3	186570630	186570630	1	*	TBCCD1	20	0	20	13	0	13
chr18	55403210	55403210	1	*	TCF4	18	18	0	10	9	1
chr6	24666672	24666693	22	*	TDP2	102	2	100	43	1	42
chr1	151790650	151790650	1	*	TDRKH-AS1	24	2	22	11	8	3
chr16	2459831	2459831	1	*	TEDC2	14	0	14	10	0	10
chr21	9129448	9129891	444	*	TEKT4P2	382	304	78	114	90	24
chr6	81753083	81753083	1	*	TENT5A	13	0	13	10	0	10
chr1	27012975	27012975	1	*	TENT5B	24	0	24	10	0	10
chr1	117605567	117605580	14	*	TENT5C-DT	57	0	57	34	0	34
chr14	20413444	20413444	1	*	TEP1	26	0	26	10	0	10
chr7	116211195	116211213	19	*	TES	32	0	32	22	0	22
chr1	45490818	45490818	1	*	TESK2	18	0	18	11	0	11
chr3	133746794	133746825	32	*	TF	41	15	26	23	6	17
chr10	58385697	58385697	1	*	TFAM	17	0	17	10	0	10
chr22	26512450	26512468	19	*	TFIP11	25	0	25	21	0	21
chr3	196081674	196081686	13	*	TFRC	35	0	35	20	0	20
chr13	94596097	94596110	14	*	TGDS	53	0	53	21	0	21
chr18	3448923	3452319	3397	*	TGIF1	243	0	243	112	1	111
chr2	43596193	43596193	1	*	THADA	11	0	11	11	0	11
chr2	241637326	241637331	6	*	THAP4	26	0	26	20	0	20
chr22	21002391	21002398	8	*	THAP7	35	0	35	20	1	19
chr18	268257	268306	50	*	THOC1	163	1	162	47	0	47
chr5	175968062	175968176	115	*	THOC3	197	0	197	77	1	76
chr12	56448951	56448951	1	*	TIMELESS	11	0	11	10	0	10
chr1	201955737	201955737	1	*	TIMM17A	13	0	13	12	0	12
chr3	156674573	156674596	24	*	TIPARP	33	0	33	21	0	21
chr15	66356839	66356839	1	*	TIPIN	10	0	10	10	0	10
chr19	3047950	3047967	18	*	TLE2	34	7	27	30	6	24
chr9	79571878	79571891	14	*	TLE4	45	0	45	30	0	30
chr12	94649783	94649809	27	*	TMCC3	143	54	89	53	8	45
chr17	44015003	44015027	25	*	TMEM101	83	0	83	40	1	39
chr12	47963540	47964394	855	*	TMEM106C	122	5	117	63	1	62
chr11	67468731	67468731	1	*	TMEM134	19	0	19	11	0	11
chr19	42313073	42313073	1	*	TMEM145	33	7	26	13	1	12
chr11	62787543	62787570	28	*	TMEM179B	84	1	83	41	0	41
chr6	158536516	158536521	6	*	TMEM181	48	13	35	20	10	10
chr4	147617556	147617556	1	*	TMEM184C	15	0	15	11	0	11
chr1	9589443	9589642	200	*	TMEM201	119	0	119	53	1	52
chr19	55384710	55384717	8	*	TMEM238	53	10	43	20	2	18
chr10	80078733	80078733	1	*	TMEM254	24	0	24	10	0	10
chr13	113758475	113760011	1537	*	TMEM255B	63	31	32	30	9	21
chr10	49188263	49188278	16	*	TMEM273	41	1	40	24	0	24
chr19	16660820	16660843	24	*	TMEM38A	73	0	73	31	1	30
chr1	32072837	32072837	1	*	TMEM39B	29	0	29	10	0	10
chr1	54980135	54980135	1	*	TMEM61	22	19	3	10	7	3
chr1	156283282	156283309	28	*	TMEM79	33	1	32	20	0	20
chr11	695646	695666	21	*	TMEM80	71	0	71	41	0	41
chr2	84906321	84906339	19	*	TMSB10	56	0	56	31	0	31
chr17	44186982	44186982	1	*	TMUB2	27	0	27	11	0	11
chr18	68714496	68714521	26	*	TMX3	121	1	120	36	0	36
chr18	62325758	62325884	127	*	TNFRSF11A	92	4	88	31	0	31
chr16	3019929	3019957	29	*	TNFRSF12A	21	4	17	22	6	16
chr11	1919172	1919196	25	*	TNNT3	42	11	31	20	3	17
chr7	129054789	129054815	27	*	TNPO3	147	1	146	73	0	73
chr16	24730183	24730183	1	*	TNRC6A	15	1	14	10	0	10
chr2	217944121	217944137	17	*	TNS1	39	19	20	21	12	9
chr12	53050399	53050399	1	*	TNS2	22	17	5	10	8	2
chr7	47582307	47583022	716	*	TNS3	26	15	11	21	6	15
chr22	35299652	35299671	20	*	TOM1	86	0	86	32	0	32
chr8	144435187	144435187	1	*	TONSL-AS1	12	11	1	10	8	2
chr1	3745855	3745855	1	*	TP73-AS1	11	8	3	10	5	5
chr12	113222107	113222118	12	*	TPCN1	69	2	67	25	0	25
chr7	144836362	144836362	1	*	TPK1	12	1	11	13	0	13
chr1	154182693	154182698	6	*	TPM3	33	0	33	20	0	20
chr6	18155036	18155036	1	*	TPMT	22	0	22	11	0	11
chr1	3625614	3625614	1	*	TPRG1L	18	0	18	10	0	10
chr2	73737645	73737645	1	*	TPRKB	16	0	16	10	0	10
chr21	10521629	10521632	4	*	TPTE	28	28	0	20	18	2
chr7	100159012	100159012	1	*	TRAPPC14	26	3	23	10	0	10
chr18	31942700	31943365	666	*	TRAPPC8	243	1	242	82	1	81
chr3	129975645	129975645	1	*	TRH	28	2	26	10	0	10
chr8	125429583	125432191	2609	*	TRIB1	1587	8	1579	465	3	462
chr4	153153305	153153305	1	*	TRIM2	10	0	10	10	0	10
chr19	58543845	58543852	8	*	TRIM28	119	18	101	34	6	28
chr7	99919529	99919543	15	*	TRIM4	53	0	53	22	0	22
chr19	12734186	12734195	10	*	TRIR	36	0	36	21	2	19
chr1	39883539	39883539	1	*	TRIT1	14	0	14	10	0	10
chr19	13117246	13117257	12	*	TRMT1	56	0	56	21	0	21
chr9	37754016	37754016	1	*	TRMT10B	19	0	19	10	0	10
chr4	8441227	8441227	1	*	TRMT44	24	0	24	12	0	12
chr16	2048405	2048405	1	*	TSC2	27	0	27	10	1	9
chr7	100478466	100478906	441	*	TSC22D4	75	3	72	38	0	38
chr17	75516969	75516982	14	*	TSEN54	34	0	34	20	0	20
chr10	80536459	80536459	1	*	TSPAN14-AS1	12	12	0	10	10	0
chr1	115090142	115090156	15	*	TSPAN2	20	7	13	22	11	11
chr22	43152060	43152085	26	*	TSPO	34	0	34	23	0	23
chr2	54255383	54255383	1	*	TSPYL6	21	20	1	13	11	2
chr9	97633360	97633382	23	*	TSTD2	128	0	128	47	0	47
chr2	177618961	177618964	4	*	TTC30A	32	0	32	21	0	21
chr2	177553169	177553171	3	*	TTC30B	46	0	46	20	0	20
chr11	62728249	62728269	21	*	TTC9C	74	0	74	47	0	47
chr18	12307505	12307505	1	*	TUBB6	21	0	21	13	0	13
chr1	151541007	151541007	1	*	TUFT1	30	19	11	10	3	7
chr18	9335282	9335282	1	*	TWSG1	18	2	16	10	0	10
chr6	7909409	7909409	1	*	TXNDC5	22	0	22	11	0	11
chr1	145996592	145996712	121	*	TXNIP	49	1	48	34	0	34
chr22	50530505	50530520	16	*	TYMP	46	0	46	21	0	21
chr18	658023	658039	17	*	TYMSOS	106	1	105	30	0	30
chr19	35907918	35907929	12	*	TYROBP	28	2	26	21	3	18
chr12	124914665	124914687	23	*	UBC	61	0	61	21	0	21
chr4	102826716	102827684	969	*	UBE2D3	240	1	239	100	0	100
chr4	39697889	39697889	1	*	UBE2K	14	1	13	10	0	10
chr7	139230721	139230749	29	*	UBN2	91	0	91	42	0	42
chr9	83707600	83707626	27	*	UBQLN1-AS1	58	0	58	42	0	42
chr6	42563910	42563910	1	*	UBR2	24	0	24	10	0	10
chr1	193059419	193059547	129	*	UCHL5	108	1	107	45	0	45
chr13	38350067	38350071	5	*	UFM1	56	0	56	22	0	22
chr7	100889586	100889586	1	*	UFSP1	28	1	27	10	0	10
chr2	63841276	63841304	29	*	UGP2	63	0	63	35	0	35
chr12	100142468	100142468	1	*	UHRF1BP1L	34	0	34	10	0	10
chr7	7640376	7640389	14	*	UMAD1	89	0	89	47	0	47
chr6	41039711	41039711	1	*	UNC5CL	19	19	0	12	11	1
chr14	93430796	93430822	27	*	UNC79	26	6	20	22	1	21
chr7	1232808	1232833	26	*	UNCX	28	12	16	22	14	8
chr16	21953337	21953344	8	*	UQCRC2	57	0	57	20	0	20
chr1	161159898	161159898	1	*	USP21	19	0	19	13	0	13
chr17	60392266	60392292	27	*	USP32	85	1	84	32	0	32
chr2	61471736	61471736	1	*	USP34	26	0	26	10	0	10
chr2	233566664	233566675	12	*	USP40	70	0	70	32	0	32
chr6	99515668	99515668	1	*	USP45	11	0	11	10	0	10
chr1	21783423	21783423	1	*	USP48	17	0	17	11	0	11
chr6	148746671	148746686	16	*	UST	67	0	67	25	0	25
chr4	70688139	70688156	18	*	UTP3	51	1	50	20	0	20
chr2	106194102	106194102	1	*	UXS1	11	0	11	13	1	12
chr16	70801114	70801140	27	*	VAC14	76	2	74	44	0	44
chr6	31796450	31796450	1	*	VARS1	31	13	18	10	6	4
chr6	30913375	30913375	1	*	VARS2	13	13	0	13	10	3
chr1	107964610	107964631	22	*	VAV3-AS1	53	0	53	25	0	25
chr9	35072958	35072958	1	*	VCP	24	0	24	10	0	10
chr11	64235142	64235142	1	*	VEGFB	17	0	17	10	0	10
chr10	69124636	69124695	60	*	VPS26A	59	0	59	33	0	33
chr16	19555840	19555840	1	*	VPS35L	16	0	16	10	0	10
chr7	73668610	73668610	1	*	VPS37D	26	1	25	10	0	10
chr18	63422490	63422608	119	*	VPS4B	112	0	112	44	0	44
chr5	140710311	140710603	293	*	VTRNA1-1	159	91	68	57	20	37
chr13	41960793	41960793	1	*	VWA8	24	0	24	10	0	10
chr2	214411423	214411423	1	*	VWC2L	13	2	11	10	0	10
chr11	61294619	61294619	1	*	VWCE	22	0	22	10	0	10
