chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr16	69940497	69940546	WWP2	0	+	69940497	69940546	0	1	49	0	1.08946309401452	0.000334097703911684	ENSG00000198373.12
chr11	76141085	76141134	UVRAG	0	+	76141085	76141134	0	1	49	0	-5.3008142465856	0.00152222827588644	ENSG00000198382.9
chr12	104348568	104348617	TXNRD1	0	+	104348568	104348617	0	1	49	0	1.72790799723724	0.00262195267399878	ENSG00000198431.16
chr19	56414766	56422905	ZNF583	0	+	56414766	56422905	0	2	35,15	0,8125	-0.939821229284349	0.00132235989125351	ENSG00000198440.9
chr19	56424000	56424049	ZNF583	0	+	56424000	56424049	0	1	49	0	-2.06074940866768	0.00306484030635146	ENSG00000198440.9
chrX	57593400	57593449	ZXDB	0	+	57593400	57593449	0	1	49	0	-1.77777322724809	2.25142904966003e-05	ENSG00000198455.4
chr19	52323326	52323375	ZNF480	0	+	52323326	52323375	0	1	49	0	3.89182029811062	0.00336776724080556	ENSG00000198464.14
chr19	52325174	52325223	ZNF480	0	+	52325174	52325223	0	1	49	0	-1.08125409005718	6.55555374466932e-05	ENSG00000198464.14
chr19	52325723	52325772	ZNF480	0	+	52325723	52325772	0	1	49	0	1.40089316053603	0.00414471725054388	ENSG00000198464.14
chr19	57859951	57860000	ZNF587	0	+	57859951	57860000	0	1	49	0	-1.1206677386913	0.00257537351337478	ENSG00000198466.12
chr19	52553319	52553368	ZNF808	0	+	52553319	52553368	0	1	49	0	4.9487598903688	2.25396419117896e-06	ENSG00000198482.13
chr19	52554410	52554459	ZNF808	0	+	52554410	52554459	0	1	49	0	0.565714461545631	0.0011285158640324	ENSG00000198482.13
chr19	52554955	52555004	ZNF808	0	+	52554955	52555004	0	1	49	0	-1.59197869106239	0.00127377502589687	ENSG00000198482.13
chr19	52555451	52555500	ZNF808	0	+	52555451	52555500	0	1	49	0	0.969209322127761	0.00398628867951245	ENSG00000198482.13
chr1	28742646	28742695	YTHDF2	0	+	28742646	28742695	0	1	49	0	4.07753744389635	2.29475209302388e-05	ENSG00000198492.16
chr1	28742944	28742993	YTHDF2	0	+	28742944	28742993	0	1	49	0	1.01297046222352	0.000723892314729135	ENSG00000198492.16
chr1	28743143	28743192	YTHDF2	0	+	28743143	28743192	0	1	49	0	-0.801795698025198	0.000387026255780798	ENSG00000198492.16
chr7	1540561	1540610	MAFK	0	+	1540561	1540610	0	1	49	0	0.691662399292365	0.0013037683760766	ENSG00000198517.10
chr1	44725442	44725491	ARMH1	0	+	44725442	44725491	0	1	49	0	-6.37502481981873	0.000184150921245463	ENSG00000198520.12
chr19	21809037	21809086	ZNF43	0	-	21809037	21809086	0	1	49	0	2.89037175789654	8.6925817098571e-05	ENSG00000198521.12
chr19	21809137	21809186	ZNF43	0	-	21809137	21809186	0	1	49	0	3.66356164852437	3.31015610390839e-05	ENSG00000198521.12
chr19	52798503	52798552	ZNF28	0	-	52798503	52798552	0	1	49	0	-0.879857917772663	0.00321212216649325	ENSG00000198538.11
chr19	52799350	52799399	ZNF28	0	-	52799350	52799399	0	1	49	0	1.63482714646557	0.00432879442060707	ENSG00000198538.11
chr7	99487307	99487356	ZNF789	0	+	99487307	99487356	0	1	49	0	4.85203026391025	3.4102635781963e-07	ENSG00000198556.14
chr9	21333908	21333957	KLHL9	0	-	21333908	21333957	0	1	49	0	0.923537140394923	0.0025529947277334	ENSG00000198642.7
chr9	21334057	21334106	KLHL9	0	-	21334057	21334106	0	1	49	0	1.16301221927119	0.00157985180920484	ENSG00000198642.7
chr20	34740370	34740419	NCOA6	0	-	34740370	34740419	0	1	49	0	-1.5336653539624	0.00271730787819258	ENSG00000198646.14
chr20	34741369	34741418	NCOA6	0	-	34741369	34741418	0	1	49	0	-1.79821110450954	9.66708769853941e-05	ENSG00000198646.14
chr20	34757605	34757654	NCOA6	0	-	34757605	34757654	0	1	49	0	0.530136568679163	0.000869009572191048	ENSG00000198646.14
chr6	36923423	36923472	C6orf89	0	+	36923423	36923472	0	1	49	0	0.909150677740679	0.000403220509458291	ENSG00000198663.16
chr6	36924920	36924969	C6orf89	0	+	36924920	36924969	0	1	49	0	3.79548918917219	0.00034920636868685	ENSG00000198663.16
chr9	25677805	25677854	TUSC1	0	-	25677805	25677854	0	1	49	0	5.10594547389121	1.76856431299832e-06	ENSG00000198680.4
chr1	201876323	201876372	IPO9	0	+	201876323	201876372	0	1	49	0	0.624827936582467	0.00151217632003864	ENSG00000198700.10
chr1	201879361	201879410	IPO9	0	+	201879361	201879410	0	1	49	0	-0.9390513161126	0.00437332352599207	ENSG00000198700.10
chr14	44963989	44964038	TOGARAM1	0	+	44963989	44964038	0	1	49	0	-1.36254027511178	0.000373581802988188	ENSG00000198718.13
chr17	49298048	49298097	ZNF652	0	-	49298048	49298097	0	1	49	0	0.878699757941332	0.000551753052362214	ENSG00000198740.8
chr17	49298695	49298744	ZNF652	0	-	49298695	49298744	0	1	49	0	1.05844624694278	0.00366209431529041	ENSG00000198740.8
chr21	34096091	34096140	SLC5A3	0	+	34096091	34096140	0	1	49	0	4.24849524204936	0.00178236790959496	ENSG00000198743.7
chr21	34096938	34096987	SLC5A3	0	+	34096938	34096987	0	1	49	0	1.27536280041331	0.00410339653611946	ENSG00000198743.7
chr1	167641931	167641980	RCSD1	0	+	167641931	167641980	0	1	49	0	3.68887945312379	0.00288248071336994	ENSG00000198771.11
chr1	167697395	167697444	RCSD1	0	+	167697395	167697444	0	1	49	0	-1.37054600415182	0.00230590340641579	ENSG00000198771.11
chr17	34962336	34962385	ZNF830	0	+	34962336	34962385	0	1	49	0	-1.43783818091252	0.00449982596546639	ENSG00000198783.6
chr17	34962932	34962981	ZNF830	0	+	34962932	34962981	0	1	49	0	-1.30854560824551	0.000786310786380584	ENSG00000198783.6
chr22	38221179	38221228	TMEM184B	0	-	38221179	38221228	0	1	49	0	5.72358510547889	5.14799088846551e-06	ENSG00000198792.13
chr1	11107432	11107481	MTOR	0	-	11107432	11107481	0	1	49	0	-3.67207233527781	0.00092290570956155	ENSG00000198793.13
chr1	42179587	42179636	FOXJ3	0	-	42179587	42179636	0	1	49	0	-2.25712271891718	0.000287563571039095	ENSG00000198815.9
chr13	114324064	114324162	CHAMP1	0	+	114324064	114324162	0	1	98	0	-1.37385995892146	1.85122107039955e-05	ENSG00000198824.7
chr13	114324213	114324262	CHAMP1	0	+	114324213	114324262	0	1	49	0	1.12308514518683	0.000300263138092616	ENSG00000198824.7
chr13	114325107	114325156	CHAMP1	0	+	114325107	114325156	0	1	49	0	4.19720194766181	0.00195455670690847	ENSG00000198824.7
chr15	32636366	32636415	ARHGAP11A	0	+	32636366	32636415	0	1	49	0	1.15192734743583	0.00121028585008542	ENSG00000198826.11
chr15	32637012	32637061	ARHGAP11A	0	+	32637012	32637061	0	1	49	0	-0.696935063876882	0.000750237080467287	ENSG00000198826.11
chr7	112342686	112342735	ZNF277	0	+	112342686	112342735	0	1	49	0	-1.880990602956	0.000496731795017191	ENSG00000198839.10
chr1	52032493	52032542	KTI12	0	-	52032493	52032542	0	1	49	0	1.33750419695045	0.00205149734260535	ENSG00000198841.4
chr1	52032883	52032932	KTI12	0	-	52032883	52032932	0	1	49	0	3.34990408718034	0.000340130211492928	ENSG00000198841.4
chr12	108519532	108519581	FICD	0	+	108519532	108519581	0	1	49	0	3.87120101090789	0.00349265650949604	ENSG00000198855.7
chr4	108667673	108667722	OSTC	0	+	108667673	108667722	0	1	49	0	0.502052985537818	0.00158822153672855	ENSG00000198856.13
chr10	7160421	7160520	SFMBT2	0	-	7160421	7160520	0	1	99	0	0.921156921525327	1.94265288569291e-05	ENSG00000198879.12
chr10	7163466	7163515	SFMBT2	0	-	7163466	7163515	0	1	49	0	4.9344739331307	0.00167531467898807	ENSG00000198879.12
chr9	128821537	128821586	SPOUT1	0	-	128821537	128821586	0	1	49	0	1.2775846216692	0.0018924226211493	ENSG00000198917.13
chr10	113849447	113849496	DCLRE1A	0	-	113849447	113849496	0	1	49	0	4.08597631239056	5.65648706951639e-06	ENSG00000198924.8
chr22	42060023	42060072	NAGA	0	-	42060023	42060072	0	1	49	0	-2.46273279209827	0.00180712799227067	ENSG00000198951.12
chr1	156266129	156266228	SMG5	0	-	156266129	156266228	0	1	99	0	-2.68920711330073	1.34975310008685e-05	ENSG00000198952.8
chr1	156279006	156282627	SMG5	0	-	156279006	156282627	0	2	29,21	0,3601	-1.23941955332168	0.00211211716636717	ENSG00000198952.8
chr10	50343594	50343643	SGMS1	0	-	50343594	50343643	0	1	49	0	-3.01898913575005	0.000618325667772091	ENSG00000198964.14
chr19	53381050	53381099	ZNF525	0	+	53381050	53381099	0	1	49	0	4.36944785246702	0.0045265252859168	ENSG00000203326.12
chr19	53382149	53382198	ZNF525	0	+	53382149	53382198	0	1	49	0	-3.73766961828338	0.000466191515140157	ENSG00000203326.12
chr19	53383797	53383846	ZNF525	0	+	53383797	53383846	0	1	49	0	5.12396397940341	0.000199621864988897	ENSG00000203326.12
chr3	129847478	129847527	AC083799.1	0	-	129847478	129847527	0	1	49	0	-0.89431182515538	0.00197634914783962	ENSG00000203644.3
chr1	155750039	155750088	MSTO2P	0	+	155750039	155750088	0	1	49	0	0.92754788639879	0.00357022336883472	ENSG00000203761.5
chr20	64273623	64273672	PCMTD2	0	+	64273623	64273672	0	1	49	0	-2.91617964185195	3.52876938373159e-05	ENSG00000203880.12
chr2	232858057	232858106	GIGYF2	0	+	232858057	232858106	0	1	49	0	-3.64631983917539	0.00160034435643253	ENSG00000204120.15
chr1	28466534	28466583	PHACTR4	0	+	28466534	28466583	0	1	49	0	-0.995013888003671	0.00392700214883235	ENSG00000204138.13
chr10	50009413	50009462	AGAP6	0	+	50009413	50009462	0	1	49	0	-1.4314276063202	0.00149611225971513	ENSG00000204149.12
chr10	46810453	46810502	BMS1P1	0	+	46810453	46810502	0	1	49	0	-1.85259490569419	0.00416427921876339	ENSG00000204177.10
chr1	25458791	25458840	MACO1	0	+	25458791	25458840	0	1	49	0	-0.538332269555718	0.00170302128217892	ENSG00000204178.11
chr6	33320510	33320559	DAXX	0	-	33320510	33320559	0	1	49	0	-0.725235495111446	0.000950501556754135	ENSG00000204209.13
chr6	33321003	33321052	DAXX	0	-	33321003	33321052	0	1	49	0	1.01764322613444	0.00197596143837286	ENSG00000204209.13
chr6	33212379	33212428	RING1	0	+	33212379	33212428	0	1	49	0	-1.18562366565774	0.000632578237588887	ENSG00000204227.5
chr6	32972779	32972828	BRD2	0	+	32972779	32972828	0	1	49	0	-1.42058343459857	0.00272094439957915	ENSG00000204256.13
chr6	32980711	32980760	BRD2	0	+	32980711	32980760	0	1	49	0	-1.16175318553904	0.00093075458953551	ENSG00000204256.13
chr6	32981059	32981108	BRD2	0	+	32981059	32981108	0	1	49	0	-1.00644182886845	0.000292791333161957	ENSG00000204256.13
chr6	32846006	32846055	PSMB8-AS1	0	+	32846006	32846055	0	1	49	0	-1.24411987233935	0.00229800401716007	ENSG00000204261.9
chr17	78110959	78111008	TNRC6C-AS1	0	-	78110959	78111008	0	1	49	0	-1.41074545698406	0.000176845351656962	ENSG00000204282.4
chr6	32185974	32186023	PBX2	0	-	32185974	32186023	0	1	49	0	-4.6443908991414	0.00346788470057569	ENSG00000204304.12
chr6	32129800	32129849	FKBPL	0	-	32129800	32129849	0	1	49	0	-1.03889305396649	0.00185740741550178	ENSG00000204315.4
chr6	31859604	31859653	NEU1	0	-	31859604	31859653	0	1	49	0	-1.48778375729027	0.00201666528470013	ENSG00000204386.11
chr6	31828577	31828626	HSPA1B	0	+	31828577	31828626	0	1	49	0	0.986983118586106	0.00408720775074778	ENSG00000204388.7
chr6	31828725	31828774	HSPA1B	0	+	31828725	31828774	0	1	49	0	4.11087386432285	0.00140044031585162	ENSG00000204388.7
chr6	31830106	31830155	HSPA1B	0	+	31830106	31830155	0	1	49	0	3.89182029810662	0.000300211207609147	ENSG00000204388.7
chr2	148468869	148468918	MBD5	0	+	148468869	148468918	0	1	49	0	-1.45612545562403	0.00280990742924203	ENSG00000204406.13
chr6	31664166	31664215	GPANK1	0	-	31664166	31664215	0	1	49	0	-0.644004841748187	0.000674845704048632	ENSG00000204438.11
chr6	31660282	31660331	C6orf47	0	-	31660282	31660331	0	1	49	0	-1.4684423327286	0.00101368038458971	ENSG00000204439.4
chr6	31631807	31631856	PRRC2A	0	+	31631807	31631856	0	1	49	0	-0.555568914033111	0.000910946459297346	ENSG00000204469.13
chr6	31632056	31632105	PRRC2A	0	+	31632056	31632105	0	1	49	0	-2.5242990515579	0.0035626813578189	ENSG00000204469.13
chr6	31632554	31632603	PRRC2A	0	+	31632554	31632603	0	1	49	0	0.613733469657329	0.00420956713210041	ENSG00000204469.13
chr19	57873596	57873645	ZNF814	0	-	57873596	57873645	0	1	49	0	-1.42931174620293	1.97503542839206e-05	ENSG00000204514.10
chr19	57874344	57874443	ZNF814	0	-	57874344	57874443	0	1	99	0	2.17712339801513	3.99557823577245e-07	ENSG00000204514.10
chr19	57874494	57874543	ZNF814	0	-	57874494	57874543	0	1	49	0	1.60046924245169	0.003949990762247	ENSG00000204514.10
chr19	57687516	57687565	ZNF551	0	+	57687516	57687565	0	1	49	0	-1.23929656515526	0.0043914727351172	ENSG00000204519.11
chr19	57687962	57688011	ZNF551	0	+	57687962	57688011	0	1	49	0	-0.970231122019902	0.00231343948118834	ENSG00000204519.11
chr19	57254654	57254703	ZNF805	0	+	57254654	57254703	0	1	49	0	1.24624828747417	0.00045808673588843	ENSG00000204524.7
chr19	57261732	57261781	ZNF805	0	+	57261732	57261781	0	1	49	0	5.60580206628663	5.78979791887591e-08	ENSG00000204524.7
chr6	30601255	30601304	PPP1R10	0	-	30601255	30601304	0	1	49	0	-1.52088451509265	0.000205044875645877	ENSG00000204569.10
chr6	30342437	30342486	TRIM39	0	+	30342437	30342486	0	1	49	0	1.4642559025896	0.000388299159445715	ENSG00000204599.14
chr19	52840201	52840250	ZNF468	0	-	52840201	52840250	0	1	49	0	1.20796482559547	0.000783817630021444	ENSG00000204604.12
chr19	52840550	52840599	ZNF468	0	-	52840550	52840599	0	1	49	0	4.67282883446191	0.0026655479097426	ENSG00000204604.12
chr19	52841496	52841545	ZNF468	0	-	52841496	52841545	0	1	49	0	3.76120011651248	0.00123766752679832	ENSG00000204604.12
chr19	52842143	52845219	ZNF468	0	-	52842143	52845219	0	2	9,41	0,3036	5.03695260241363	0.00139426113126517	ENSG00000204604.12
chr19	52115668	52115717	ZNF616	0	-	52115668	52115717	0	1	49	0	5.24702407216049	0.000954263773599307	ENSG00000204611.7
chr6	30057275	30057324	ZNRD1ASP	0	-	30057275	30057324	0	1	49	0	0.814004132287741	0.00288174713064948	ENSG00000204623.9
chr6	30057575	30057624	ZNRD1ASP	0	-	30057575	30057624	0	1	49	0	1.39165630426151	0.00278879358241946	ENSG00000204623.9
chr19	49877072	49877121	AKT1S1	0	-	49877072	49877121	0	1	49	0	1.35305571964416	0.00255693868504436	ENSG00000204673.10
chr2	96240428	96240477	STARD7-AS1	0	+	96240428	96240477	0	1	49	0	-1.13692066644808	0.0043195215771753	ENSG00000204685.7
chr6	28921916	28921965	TRIM27	0	-	28921916	28921965	0	1	49	0	-1.0133333709659	0.000473339789774374	ENSG00000204713.11
chr1	6581290	6582097	ZBTB48	0	+	6581290	6582097	0	2	10,40	0,768	1.36736635123437	0.000355949107101572	ENSG00000204859.13
chr9	38622343	38622392	FAM201A	0	+	38622343	38622392	0	1	49	0	-0.781415077738856	0.00106486670835526	ENSG00000204860.5
chr7	144286270	144286319	ARHGEF34P	0	-	144286270	144286319	0	1	49	0	4.33729074083249	0.00151855707924176	ENSG00000204959.4
chr7	144286618	144286667	ARHGEF34P	0	-	144286618	144286667	0	1	49	0	4.96981329956663	1.5367130410393e-06	ENSG00000204959.4
chr19	35995684	35995733	SDHAF1	0	+	35995684	35995733	0	1	49	0	-1.81045160223982	0.000261126252141475	ENSG00000205138.3
chr8	80487543	80487592	ZBTB10	0	+	80487543	80487592	0	1	49	0	-1.33954538154582	0.000201850370616486	ENSG00000205189.12
chr8	80487742	80499502	ZBTB10	0	+	80487742	80499502	0	2	41,9	0,11752	-1.36948724280349	0.00388956659556028	ENSG00000205189.12
chr8	80500101	80500150	ZBTB10	0	+	80500101	80500150	0	1	49	0	1.28815409343982	8.57781682392922e-05	ENSG00000205189.12
chr7	98216623	98216672	TECPR1	0	-	98216623	98216672	0	1	49	0	-3.40119738165279	0.000723899562552921	ENSG00000205356.10
chr7	98233777	98233826	TECPR1	0	-	98233777	98233826	0	1	49	0	-5.74300318780012	0.00165683287746865	ENSG00000205356.10
chr7	93100655	93100704	SAMD9	0	-	93100655	93100704	0	1	49	0	-5.42200883889091	0.000170053531249326	ENSG00000205413.8
chr7	93103983	93104032	SAMD9	0	-	93103983	93104032	0	1	49	0	-0.948405471972034	0.000174874309284756	ENSG00000205413.8
chr7	93105523	93105572	SAMD9	0	-	93105523	93105572	0	1	49	0	0.82463124302995	0.00240048851142449	ENSG00000205413.8
chr16	50035746	50035795	CNEP1R1	0	+	50035746	50035795	0	1	49	0	3.51154543883566	0.000774489093635644	ENSG00000205423.11
chr7	76626304	76626353	AC004980.1	0	+	76626304	76626353	0	1	49	0	-1.96798610075451	9.30695562552098e-05	ENSG00000205485.13
chr7	73296874	73296923	POM121B	0	+	73296874	73296923	0	1	49	0	1.29034992224479	0.0012400163072892	ENSG00000205578.6
chr7	73297666	73297715	POM121B	0	+	73297666	73297715	0	1	49	0	0.601814951067701	0.000580007087908508	ENSG00000205578.6
chr7	73297864	73297913	POM121B	0	+	73297864	73297913	0	1	49	0	3.42100000746494	0.00232729269836152	ENSG00000205578.6
chr7	75366391	75366751	STAG3L1	0	+	75366391	75366751	0	2	48,2	0,359	-3.72970144811444	0.00325065350126696	ENSG00000205583.13
chr7	75389745	75389794	STAG3L1	0	+	75389745	75389794	0	1	49	0	-0.81852656310827	0.000207745645015134	ENSG00000205583.13
chr16	18342762	18342811	AC126755.1	0	-	18342762	18342811	0	1	49	0	5.87493073085204	0.000301573737975902	ENSG00000205746.9
chr16	18351131	18351180	AC126755.1	0	-	18351131	18351180	0	1	49	0	5.09375020079739	2.5851663030263e-06	ENSG00000205746.9
chr7	6653106	6653155	ZNF316	0	+	6653106	6653155	0	1	49	0	1.24640789299686	0.000163242310628586	ENSG00000205903.7
chr3	184116056	184116105	HSP90AA5P	0	+	184116056	184116105	0	1	49	0	4.52178857704904	0.00108649033434471	ENSG00000205955.4
chr22	15826447	15826496	DUXAP8	0	+	15826447	15826496	0	1	49	0	-0.768214753585366	0.000525508996096713	ENSG00000206195.11
chr3	113291365	113291414	CFAP44	0	-	113291365	113291414	0	1	49	0	-0.719768096008328	0.000802963104827858	ENSG00000206530.11
chr3	113291515	113291564	CFAP44	0	-	113291515	113291564	0	1	49	0	-3.32022831860874	0.000715010594903642	ENSG00000206530.11
chr3	15670030	15670079	ANKRD28	0	-	15670030	15670079	0	1	49	0	-0.761521144399104	0.00450741827593326	ENSG00000206560.11
chr12	27322628	27322677	STK38L	0	+	27322628	27322677	0	1	49	0	1.50305750887453	0.00281145274205052	ENSG00000211455.8
chr9	137220397	137220446	RNF208	0	-	137220397	137220446	0	1	49	0	-1.91238745666552	0.00326699697793364	ENSG00000212864.3
chr1	232806080	232806129	MAP10	0	+	232806080	232806129	0	1	49	0	-3.18635263166925	0.00127350464702203	ENSG00000212916.4
chr1	232807021	232807070	MAP10	0	+	232807021	232807070	0	1	49	0	1.14084505229138	0.00145348454904881	ENSG00000212916.4
chr1	232807516	232807565	MAP10	0	+	232807516	232807565	0	1	49	0	1.0966947425388	0.00382052080688033	ENSG00000212916.4
chr2	61143763	61143812	AC016747.1	0	-	61143763	61143812	0	1	49	0	-1.63009269146484	0.000277201225946988	ENSG00000212978.6
chr19	52705162	52705211	ZNF611	0	-	52705162	52705211	0	1	49	0	-1.77731878507326	0.000690840753301725	ENSG00000213020.10
chr19	52706162	52706211	ZNF611	0	-	52706162	52706211	0	1	49	0	-1.3336007241976	0.00380435054711703	ENSG00000213020.10
chr19	52706612	52706661	ZNF611	0	-	52706612	52706661	0	1	49	0	4.91998092581876	1.80317215581205e-06	ENSG00000213020.10
chr6	154832501	154832550	SCAF8	0	+	154832501	154832550	0	1	49	0	0.645099508462375	0.0042359369397279	ENSG00000213079.9
chr6	154832650	154832699	SCAF8	0	+	154832650	154832699	0	1	49	0	0.92097458118658	0.00062039806274472	ENSG00000213079.9
chr6	154833149	154833198	SCAF8	0	+	154833149	154833198	0	1	49	0	-0.888646565209216	0.000106587228335342	ENSG00000213079.9
chr2	201410692	201410741	SCYL2P1	0	-	201410692	201410741	0	1	49	0	3.58351894043472	0.00041433508518729	ENSG00000213090.2
chr19	24107334	24126284	ZNF254	0	+	24107334	24126284	0	2	19,31	0,18920	5.16478597391415	4.05645230072693e-07	ENSG00000213096.10
chr2	169735818	169735867	KLHL23	0	+	169735818	169735867	0	1	49	0	-1.60213860995248	0.000266226054406404	ENSG00000213160.10
chr7	144188002	144188051	ARHGEF35	0	-	144188002	144188051	0	1	49	0	4.70501552079678	1.16510038949968e-07	ENSG00000213214.5
chr10	105686419	105686468	YWHAZP5	0	+	105686419	105686468	0	1	49	0	4.89783979995091	0.00178857065040838	ENSG00000213260.3
chr16	69335114	69335163	COG8	0	-	69335114	69335163	0	1	49	0	-1.51982575374459	0.00303575402403944	ENSG00000213380.15
chr11	67436081	67436130	PTPRCAP	0	-	67436081	67436130	0	1	49	0	0.846038414376898	0.00290470115712538	ENSG00000213402.3
chr1	88983396	88983445	RBMXL1	0	-	88983396	88983445	0	1	49	0	-1.10316810520397	0.00106847508113683	ENSG00000213516.10
chr5	140550195	140550244	SRA1	0	-	140550195	140550244	0	1	49	0	-1.28283137923825	0.000469511480923668	ENSG00000213523.10
chr5	140550645	140550694	SRA1	0	-	140550645	140550694	0	1	49	0	0.919564057219126	0.00143111404635054	ENSG00000213523.10
chr6	33456015	33456064	ZBTB9	0	+	33456015	33456064	0	1	49	0	-1.10560532415908	0.000354722658492235	ENSG00000213588.6
chr16	30194189	30194238	SLX1A-SULT1A3	0	+	30194189	30194238	0	1	49	0	-1.76741044021777	0.000118217493549455	ENSG00000213599.10
chr11	47571521	47571570	NDUFS3	0	+	47571521	47571570	0	1	49	0	-1.32121368762087	0.00432781087383127	ENSG00000213619.10
chr3	48467197	48467246	TREX1	0	+	48467197	48467246	0	1	49	0	4.5798523780038	0.000977314535913543	ENSG00000213689.14
chr9	89001668	89001717	S1PR3	0	+	89001668	89001717	0	1	49	0	1.39971738145192	0.00421788263488166	ENSG00000213694.6
chr9	89002814	89002863	S1PR3	0	+	89002814	89002863	0	1	49	0	-3.63758615956536	0.000311210895783454	ENSG00000213694.6
chr19	57621382	57621431	ZNF134	0	+	57621382	57621431	0	1	49	0	0.614036178907408	0.00181715458959908	ENSG00000213762.12
chr19	52907063	52907112	ZNF888	0	-	52907063	52907112	0	1	49	0	1.59184215054372	0.00020774155933434	ENSG00000213793.5
chr19	52907263	52907312	ZNF888	0	-	52907263	52907312	0	1	49	0	4.66814498498846	4.64600777849711e-07	ENSG00000213793.5
chr19	52908162	52915227	ZNF888	0	-	52908162	52915227	0	2	18,32	0,7034	0.864997437486605	0.00370736541352235	ENSG00000213793.5
chr19	53351607	53351656	ZNF845	0	+	53351607	53351656	0	1	49	0	3.59731226058845	0.000576819411264639	ENSG00000213799.13
chr19	53353907	53353956	ZNF845	0	+	53353907	53353956	0	1	49	0	0.624450649273709	0.000836599419487216	ENSG00000213799.13
chr19	52929277	52929375	ZNF321P	0	-	52929277	52929375	0	1	98	0	0.862521750987836	0.000133474133923689	ENSG00000213801.4
chr14	24311457	24311506	LTB4R2	0	+	24311457	24311506	0	1	49	0	-0.649662068620205	0.00446666038759513	ENSG00000213906.10
chr16	3653347	3653396	DNASE1	0	+	3653347	3653396	0	1	49	0	1.07880966137193	0.000279008575456152	ENSG00000213918.10
chr16	3653846	3653895	DNASE1	0	+	3653846	3653895	0	1	49	0	3.6888794548025	0.00146224724762989	ENSG00000213918.10
chr16	3654742	3654791	DNASE1	0	+	3654742	3654791	0	1	49	0	1.24136033639756	0.000459367706990066	ENSG00000213918.10
chr16	3665071	3665120	DNASE1	0	+	3665071	3665120	0	1	49	0	1.5008040714313	0.00017149049520715	ENSG00000213918.10
chr2	177323377	177331601	AC019080.1	0	-	177323377	177331601	0	2	20,30	0,8195	4.89034912821516	1.30227552150863e-05	ENSG00000213963.6
chr19	32711769	32711818	NUDT19	0	+	32711769	32711818	0	1	49	0	-3.1780538305576	0.00304381675451837	ENSG00000213965.3
chr19	20118342	20118441	ZNF90	0	+	20118342	20118441	0	1	99	0	5.49306144333252	7.83246202395661e-09	ENSG00000213988.11
chr15	42283767	42283816	GANC	0	+	42283767	42283816	0	1	49	0	-1.01637419043114	0.0018514998823792	ENSG00000214013.9
chr3	9835641	9835690	TTLL3	0	+	9835641	9835690	0	1	49	0	-1.91692261218317	4.49408048216471e-05	ENSG00000214021.16
chr7	150371945	150371994	REPIN1	0	+	150371945	150371994	0	1	49	0	0.89016852647419	0.00155278375713941	ENSG00000214022.11
chr7	150372045	150372094	REPIN1	0	+	150372045	150372094	0	1	49	0	-1.70366266935964	8.45910380897764e-06	ENSG00000214022.11
chr7	150372395	150372494	REPIN1	0	+	150372395	150372494	0	1	99	0	-5.32787616879556	4.03070590701468e-07	ENSG00000214022.11
chr7	154950393	154950442	PAXIP1-AS2	0	+	154950393	154950442	0	1	49	0	4.54329478226064	5.26198292583047e-06	ENSG00000214106.9
chr5	20304577	20304626	AC094103.1	0	-	20304577	20304626	0	1	49	0	3.73766961905835	0.00130686801879354	ENSG00000214132.4
chr17	64815216	64819865	PLEKHM1P1	0	-	64815216	64819865	0	2	30,70	0,4580	4.83628190695148	4.24668897151477e-05	ENSG00000214176.9
chr19	12111683	12111732	ZNF788P	0	+	12111683	12111732	0	1	49	0	-0.551371718160341	0.000667265662388949	ENSG00000214189.9
chr4	2240201	2240250	HAUS3	0	-	2240201	2240250	0	1	49	0	-1.27408237051296	0.000695035526074528	ENSG00000214367.8
chr17	45549638	45549687	LRRC37A4P	0	-	45549638	45549687	0	1	49	0	-1.17422969507068	0.000617870033837953	ENSG00000214425.8
chr11	72754778	72754827	STARD10	0	-	72754778	72754827	0	1	49	0	4.67749084740669	1.67760549896201e-08	ENSG00000214530.9
chrX	2486910	2486959	ZBED1	0	-	2486910	2486959	0	1	49	0	0.733519635850334	0.00101667023360541	ENSG00000214717.12
chrX	2487506	2487555	ZBED1	0	-	2487506	2487555	0	1	49	0	-1.39468601875617	0.00235734004150478	ENSG00000214717.12
chrX	2488697	2488795	ZBED1	0	-	2488697	2488795	0	1	98	0	1.59417044031106	2.33918406168881e-05	ENSG00000214717.12
chrY	2486910	2486959	ZBED1	0	-	2486910	2486959	0	1	49	0	0.733519635850334	0.00101667023360541	ENSG00000214717.12_PAR_Y
chrY	2487506	2487555	ZBED1	0	-	2487506	2487555	0	1	49	0	-1.39468601875617	0.00235734004150478	ENSG00000214717.12_PAR_Y
chrY	2488697	2488795	ZBED1	0	-	2488697	2488795	0	1	98	0	1.59417044031106	2.33918406168881e-05	ENSG00000214717.12_PAR_Y
chr6	41787760	41787809	TOMM6	0	+	41787760	41787809	0	1	49	0	3.83729945954313	0.00105356916086519	ENSG00000214736.7
chr11	62727012	62727061	HNRNPUL2	0	-	62727012	62727061	0	1	49	0	-1.24095180756702	0.000253852852912684	ENSG00000214753.4
chr17	20376350	20376399	UPF3AP2	0	-	20376350	20376399	0	1	49	0	-4.81218435536305	0.000792371301744032	ENSG00000214832.5
