	T0_Rep1	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
GSTM2_+_110211131.23-P1	1	0	0	2	0
GSTP1_+_67351309.23-P1P2	0	0	0	1	1
GSTP1_+_67351703.23-P1P2	1	0	0	0	0
GTF2IRD2_+_74267415.23-ENST00000405086.2	0	0	0	1	1
GTF2IRD2B_-_74508802.23-P1P2	0	0	0	1	0
GTF3C4_-_135545438.23-P1P2	2	2	3	4	2
GTPBP1_+_39101982.23-P1P2	0	0	2	0	0
GTPBP4_-_1034780.23-P1P2	1	0	0	0	0
GTSCR1_-_68318165.23-P1P2	0	1	0	0	1
GTSF1_+_54866164.23-P1P2	0	0	0	0	1
GUCD1_+_24950714.23-P1P2	1	0	0	0	0
GUCY1A3_+_156588394.23-P1P2	0	0	0	0	1
GUCY2D_+_7906002.23-P1P2	3	2	0	2	1
GUCY2D_+_7906010.23-P1P2	0	2	2	0	1
GULP1_+_189157938.23-P1P2	1	0	1	0	0
GYG1_+_148709329.23-P1P2	0	0	1	0	0
GYG2_-_2747010.23-P1P2	0	0	0	0	1
GYS2_+_21757722.23-P1P2	0	3	1	1	0
GYS2_+_21757767.23-P1P2	0	0	0	1	0
GZF1_-_23342848.23-P1P2	0	0	0	1	0
GZF1_+_23343223.23-P1P2	2	1	2	0	1
GZMA_+_54398538.23-P1P2	1	0	1	1	1
GZMB_-_25103117.23-P1P2	2	1	0	0	0
GZMM_-_544134.23-P1P2	0	1	0	0	0
H1FNT_+_48723135.23-P1P2	0	0	1	0	1
H2AFY_-_134734754.23-P1P2	8	22	80	5	18
H2AFZ_-_100871385.23-P1P2	2	1	1	0	0
H3F3B_+_73775847.23-P1P2	0	0	1	0	0
HADHB_-_26468011.23-P1P2	0	2	0	0	0
HAND2_-_174449652.23-P2	0	1	0	0	0
HAND2_-_174451310.23-P1	0	0	3	0	0
HAPLN2_+_156589588.23-P1P2	0	0	0	1	0
HBM_-_215991.23-P1P2	2	3	1	0	0
HBQ1_-_230503.23-P1P2	1	0	0	0	0
HCCS_-_11129540.23-P1P2	1	0	1	0	0
HCFC1_-_153237208.23-P1P2	1	0	0	0	0
HCN3_+_155247271.23-P1P2	0	0	0	1	0
HCRTR1_-_32083727.23-P1P2	0	0	0	1	0
HCRTR2_-_55039715.23-P1P2	0	0	0	0	3
HDAC2_-_114292285.23-P1P2	0	0	1	2	0
HDAC3_-_141016346.23-P1P2	1	0	0	0	0
HDGF_+_156721069.23-P1P2	0	1	0	0	0
HDGFRP2_-_4488774.23-P2	1	0	0	0	0
HDHD1_-_7065801.23-P1P2	1	1	2	0	1
HDLBP_-_242211848.23-P1	3	1	0	1	1
HEATR6_+_58156195.23-P1P2	1	1	0	0	2
HELB_-_66696294.23-P1P2	0	1	0	0	0
HELT_-_185939827.23-P1P2	1	0	0	0	1
HELZ_-_65240836.23-P1P2	0	1	0	0	0
HELZ2_-_62195024.23-P2	1	3	0	3	0
HEPACAM2_-_92855693.23-P1	0	1	0	0	0
HEPACAM2_-_92855734.23-P1	0	4	5	0	4
HEPH_-_65384479.23-P1P2	3	1	1	0	1
HERC1_-_64126160.23-P1P2	0	1	0	1	0
HERC1_+_64125897.23-P1P2	0	0	0	1	1
HERC4_+_69834844.23-P1P2	0	0	0	0	1
HES4_+_935390.23-P1P2	0	0	0	1	2
HES5_-_2461655.23-P1P2	1	1	1	0	0
HGD_-_120400664.23-P1P2	1	0	0	0	0
HHEX_-_94449724.23-P1P2	0	0	0	0	1
HHLA3_+_70820532.23-P1P2	0	1	0	0	0
HIATL1_-_97137246.23-P1P2	15	0	0	0	0
HIBCH_+_191184452.23-P1P2	0	0	2	1	0
HIGD1A_+_42845906.23-P1P2	0	0	1	0	0
HIP1_+_75368242.23-P1P2	2	1	1	0	0
HIPK1_-_114472297.23-P1P2	0	0	2	3	0
HIPK2_+_139477395.23-P1P2	4	2	3	3	5
HIPK3_+_33279270.23-P1	0	0	0	1	1
HIPK4_-_40896070.23-P1P2	0	1	1	2	1
HIPK4_-_40896089.23-P1P2	0	0	1	1	0
HIRA_+_19418826.23-P2	1	1	2	3	0
HIST1H2AE_+_26217134.23-P1P2	0	0	0	1	0
HIST1H2AH_+_27114868.23-P1P2	0	0	0	2	0
HIST1H2AI_+_27775962.23-ENST00000358739.3	1	2	1	3	1
HIST1H2AJ_-_27782127.23-P1P2	0	0	0	2	1
HIST1H2AJ_+_27782099.23-P1P2	1	1	0	0	0
HIST1H2BI_-_26273620.23-ENST00000377733.2	1	0	0	0	0
HIST1H4A_-_26021777.23-ENST00000359907.3	0	1	0	0	0
HIST1H4E_-_26204861.23-P1P2	1	0	2	1	0
HIST1H4E_-_26204915.23-P1P2	0	1	0	0	0
HIST1H4K_+_27798936.23-P1P2	1	0	0	0	0
HIST2H2BE_-_149858212.23-P1P2	0	0	0	1	0
HIST2H4B_+_149832653.23-ENST00000369157.2,ENST00000392932.4,ENST00000392933.1	0	0	1	0	0
HIVEP2_+_143266330.23-P1P2	0	2	0	1	0
HIVEP3_+_42166184.23-ENST00000247584.5,ENST00000429157.2	0	0	0	1	0
HK1_+_71079028.23-P1	0	1	0	0	0
HKDC1_+_70980160.23-P1P2	0	0	1	0	0
HKR1_-_37808809.23-P1	0	1	0	0	0
HLA-DPA1_+_33041246.23-P1	0	1	0	0	0
HLA-DPA1_+_33048103.23-P2	0	0	0	1	0
HLA-DPB1_+_33043816.23-P1	0	0	3	1	1
HLA-G_+_29795588.23-P1P2	0	1	0	0	1
HLF_+_53342444.23-P1	2	3	1	1	2
HMCES_+_128998039.23-P1P2	1	2	1	0	1
HMG20B_-_3574459.23-P2	0	0	0	1	0
HMGB1_-_31039605.23-P1	0	0	0	1	1
HMGB3_-_150152195.23-P1P2	2	3	0	4	4
HMOX2_+_4526421.23-P1	1	2	0	1	0
HMX1_+_8873571.23-P1P2	0	0	0	1	0
HNF4A_-_43029982.23-P1P2	0	0	0	0	1
HNF4A_-_43030308.23-P1P2	1	0	2	1	0
HNRNPA3_-_178077609.23-P1P2	0	0	1	0	0
HNRNPAB_-_177631998.23-P1P2	5	3	4	2	2
HNRNPF_-_43904593.23-P1	0	0	0	0	1
HNRNPH1_-_179050254.23-P1P2	1	0	0	0	0
HNRNPH1_-_179050267.23-P1P2	0	0	0	0	1
HOMER2_-_83621043.23-P1P2	1	0	1	0	0
HOMER3_+_19051592.23-P1P2	1	1	2	3	1
HOMEZ_-_23755088.23-P1P2	0	1	0	0	0
HOPX_-_57521808.23-P2	13	1	0	1	1
HOXA1_-_27135378.23-P1P2	2	0	1	0	0
HOXB2_+_46623146.23-P1P2	0	0	2	1	0
HOXB3_+_46667153.23-P1P2	0	0	0	1	0
HOXB3_+_46667384.23-P1P2	0	1	0	0	0
HOXD10_-_176973562.23-P1	0	0	0	1	1
HOXD11_-_176969331.23-P1P2	0	0	1	0	0
HP1BP3_-_21113107.23-P1P2	0	1	1	1	4
HPCA_+_33352104.23-P1P2	1	0	0	0	0
HPCAL4_-_40157049.23-P1P2	0	1	0	0	0
HPGD_-_175443168.23-P1P2	0	1	0	1	0
HPN_+_35532619.23-P1	0	0	0	1	0
HPX_+_6462157.23-P1P2	1	1	0	0	0
HRASLS2_-_63330452.23-P1P2	0	0	0	0	1
HRASLS2_+_63330351.23-P1P2	1	1	0	0	0
HRCT1_+_35906280.23-P1P2	2	0	1	0	1
HS1BP3_+_20850578.23-P1P2	1	0	0	1	0
HS3ST3A1_+_13505251.23-P1P2	1	1	1	0	0
HS6ST1_+_129076429.23-P1P2	1	0	0	1	0
HSD17B8_+_33172465.23-P1P2	0	0	3	0	0
HSD3B7_-_30996595.23-P1P2	0	0	0	0	1
HSDL1_+_84178704.23-P1P2	1	0	0	0	0
HSF2BP_+_45079334.23-P1	1	0	0	0	0
HSPB1_-_75933129.23-P2	2	0	1	1	0
HSPB7_+_16344067.23-P1P2	1	0	0	0	1
HSPBAP1_-_122512419.23-P1P2	0	2	0	0	0
HSPBP1_+_55791232.23-P1P2	0	0	0	0	1
HSPD1_-_198364141.23-P1P2	0	8	4	4	2
HSPD1_+_198364183.23-P1P2	1	0	0	0	0
HTN3_+_70894638.23-P1P2	1	1	2	0	0
HTR1F_+_88039846.23-ENST00000319595.4	0	1	1	0	0
HTR5A_+_154862057.23-P2	0	2	0	1	0
HTR6_+_19991375.23-P1P2	0	2	2	3	0
HTR6_+_19991859.23-P1P2	0	0	0	1	0
HTT_-_3076434.23-P1P2	1	0	0	0	0
HUNK_-_33245746.23-P1P2	0	0	0	0	1
IAH1_+_9615087.23-P1P2	0	0	1	0	0
IBTK_-_82957413.23-P1	3	9	14	8	10
IBTK_+_82950100.23-P2	0	3	1	1	1
ICOSLG_+_45660475.23-P1P2	0	0	1	0	0
IDH3B_+_2644817.23-P1P2	2	0	0	0	1
IDNK_-_86238070.23-P1P2	0	0	0	1	1
IER2_+_13263017.23-P1P2	1	0	0	0	0
IFI27L2_-_94595502.23-P1P2	1	0	0	0	0
IFI30_-_18284835.23-P1P2	1	1	1	1	1
IFITM5_-_299125.23-P1P2	1	0	0	2	0
IFNA7_+_21202191.23-ENST00000239347.3	0	0	2	2	0
IFNG_+_68553034.23-P1P2	0	0	1	0	0
IFNGR1_+_137540471.23-P1P2	0	0	1	2	0
IFNL1_-_39787512.23-P1P2	1	0	0	1	0
IFNW1_+_21142054.23-ENST00000380229.2	0	0	0	2	2
IFRD1_+_112063264.23-P2	1	2	1	3	0
IFRD1_+_112090713.23-P1	0	0	1	0	1
IFRD2_+_50329832.23-P1P2	0	0	0	0	1
IFT27_-_37172101.23-P1P2	0	1	0	0	0
IFT43_+_76452181.23-P1P2	0	0	0	1	0
IFT88_-_21141285.23-P1P2	0	1	1	1	5
IGFALS_+_1843600.23-P1P2	1	2	1	2	0
IGFBP3_-_45960804.23-P1P2	0	1	0	1	0
IGFBP4_+_38599993.23-P1P2	0	0	1	0	0
IGFL3_+_46627880.23-P1P2	0	0	0	0	1
IGJ_+_71532316.23-P1P2	0	1	2	4	0
IGLL1_+_23922058.23-P1P2	1	0	0	0	1
IGLON5_+_51815316.23-P1P2	0	1	2	0	0
IGSF3_+_117210301.23-P1P2	0	1	0	0	0
IGSF6_-_21663446.23-P1P2	0	1	0	0	2
IHH_-_219925232.23-P1P2	0	0	1	0	0
IHH_-_219925591.23-P1P2	1	1	0	1	0
IKZF2_-_214016255.23-P2	0	0	1	0	0
IKZF3_+_38020375.23-P1P2	1	0	0	0	0
IL10RB_+_34638695.23-P1P2	1	1	0	1	0
IL12A_-_159706912.23-P1P2	0	0	1	0	0
IL13_-_131992431.23-P2	0	0	0	1	0
IL13_+_131994309.23-P1	1	0	0	0	1
IL15RA_-_6019459.23-P1P2	1	0	0	1	1
IL15RA_+_6019128.23-P1P2	0	1	0	0	0
IL17F_+_52108841.23-P1P2	1	0	0	0	0
IL17RD_+_57198985.23-P1P2	0	0	0	1	0
IL18RAP_+_103035126.23-P2	0	1	0	0	3
IL18RAP_+_103040042.23-P1	1	0	0	1	0
IL19_+_207008120.23-P1P2	0	3	1	1	1
IL1R2_-_102608473.23-P1	1	1	0	0	0
IL2_-_123377151.23-P1P2	0	0	0	1	0
IL23A_-_56733136.23-P1P2	1	0	0	2	0
IL36RN_-_113817247.23-P1P2	0	1	0	0	0
IMMT_+_86422168.23-P1P2	0	2	0	0	1
IMPA2_-_11981885.23-P1P2	0	0	0	1	1
IMPAD1_-_57906066.23-P1P2	0	1	0	0	0
IMPDH1_-_128045572.23-P1	0	0	0	0	1
INHA_+_220437270.23-P1P2	1	5	4	0	2
INO80D_+_206950473.23-P1P2	1	0	0	1	0
INPP5E_-_139333888.23-P1P2	2	0	0	1	0
INSC_+_15136563.23-P1P2	0	0	0	1	1
INTS6_+_52026851.23-P1P2	21	0	0	0	1
INTU_-_128544138.23-P2	2	0	1	0	0
INTU_+_128554162.23-P1	0	0	0	0	1
IP6K3_+_33714188.23-P1P2	0	1	0	0	0
IPP_+_46216283.23-P1P2	1	1	1	1	0
IQCD_+_113658829.23-P1P2	2	0	0	0	2
IQCF3_+_51851647.23-P1	1	2	0	0	0
IQCH_+_67547201.23-P1P2	0	1	0	0	1
IQGAP1_-_90931939.23-P1P2	0	2	0	2	1
IQSEC3_-_176400.23-ENST00000326261.4,ENST00000538872.1	0	0	0	2	0
IRAK1BP1_+_79577465.23-P1P2	0	0	2	0	0
IRAK4_-_44152824.23-P1P2	0	1	1	2	0
IRF2BP2_+_234743520.23-P2	1	0	2	0	1
IRF6_+_209979030.23-P1P2	2	0	1	2	1
IRGC_-_44220256.23-P1P2	1	0	0	0	0
IRGC_+_44220301.23-P1P2	0	0	0	2	0
IRX4_-_1886637.23-P1P2	2	3	2	0	1
ISOC2_+_55972971.23-P1	1	1	0	0	0
ITGA5_+_54812590.23-P1P2	0	0	0	0	1
ITGA5_+_54812987.23-P1P2	0	1	0	0	0
ITGA8_-_15761446.23-P1P2	0	1	0	1	0
ITGAL_-_30484109.23-P1P2	0	0	1	1	0
ITGB1BP2_+_70521625.23-P1P2	0	0	0	2	0
ITGB2_+_46340799.23-P1P2	0	0	1	0	0
ITGB4_+_73717592.23-P1P2	1	0	0	0	0
ITGBL1_-_102105065.23-P1P2	0	1	1	1	0
ITIH5_+_7708922.23-P1P2	0	0	1	1	0
ITPK1_+_93582024.23-P1P2	1	0	0	0	1
ITPKB_-_226926932.23-P1P2	0	1	0	3	0
IVD_+_40698092.23-P1P2	0	0	1	0	0
IZUMO1_+_49250122.23-P1P2	1	0	0	0	0
JAK1_+_65432014.23-P1P2	2	0	0	0	0
JOSD2_-_51014026.23-P1P2	4	5	4	3	4
JOSD2_-_51014426.23-P1P2	1	0	0	0	0
JTB_+_153950120.23-P1P2	0	1	0	0	0
JUND_-_18392212.23-P1P2	1	3	2	1	0
KAL1_-_8699764.23-P1P2	0	0	0	1	0
KANK3_+_8407700.23-P1P2	2	1	1	1	1
KANSL1_+_44270352.23-P1P2	0	0	0	1	0
KAT2B_+_20082294.23-P1P2	0	1	0	0	0
KAT6B_-_76586759.23-P1P2	1	0	0	0	0
KAT8_+_31141331.23-P2	7	6	1	0	0
KATNAL1_+_30881368.23-P1P2	0	0	1	0	0
KATNB1_-_57770143.23-P1P2	0	0	0	1	0
KCNA10_+_111061723.23-ENST00000369771.2	2	2	0	3	1
KCNA5_-_5153263.23-P1P2	0	1	0	0	2
KCNAB2_-_6052791.23-P2	198	75	40	142	217
KCNE3_-_74173129.23-P1	0	0	0	1	0
KCNG1_+_49639245.23-P1P2	0	0	1	0	0
KCNH4_-_40333310.23-P1P2	0	0	1	0	0
KCNH6_-_61600780.23-P1P2	1	1	0	1	0
KCNH7_+_163695253.23-P1P2	1	0	4	3	2
KCNIP2_-_103603492.23-P1P2	14	1	0	0	0
KCNJ11_+_17410460.23-P1P2	0	0	0	0	1
KCNJ9_+_160051394.23-P1P2	0	0	1	0	0
KCNK2_+_215256151.23-P1P2	0	0	0	2	1
KCNK2_+_215256491.23-P1P2	1	0	0	0	0
KCNK4_+_64058742.23-P1P2	1	2	2	1	1
KCNK6_+_38810521.23-P1P2	7	5	1	8	7
KCNK9_-_140714960.23-ENST00000303015.1,ENST00000520439.1	0	0	0	0	1
KCNMB4_-_70760118.23-P1P2	0	0	0	0	1
KCNN4_+_44285161.23-P1P2	0	1	0	1	0
KCNQ2_-_62103929.23-P1P2	1	0	0	1	2
KCNT1_-_138628842.23-P1	2	0	0	1	1
KCP_+_128543049.23-P2	1	1	0	0	1
KCTD11_-_7255559.23-P1P2	0	0	0	1	0
KCTD13_-_29937293.23-P1P2	0	0	2	0	1
KCTD16_+_143585305.23-P1P2	0	0	1	1	0
KCTD17_+_37448037.23-P1P2	1	0	0	0	1
KCTD18_-_201374759.23-P1P2	1	0	1	1	0
KCTD21_+_77899624.23-P1P2	0	0	1	0	0
KDM5A_+_498445.23-P1P2	0	0	0	0	1
KHNYN_+_24899603.23-P1P2	0	0	1	1	0
KHSRP_+_6424335.23-P1P2	0	0	0	0	1
KIAA0100_+_26971736.23-P1P2	1	0	1	0	0
KIAA0141_+_141303581.23-P1P2	0	0	1	0	0
KIAA0226_+_197476613.23-P2	1	0	0	0	0
KIAA0226L_+_46961322.23-P1P2	1	0	1	0	0
KIAA0232_+_6784895.23-P1P2	1	0	0	0	0
KIAA0368_-_114246647.23-P1P2	1	1	2	3	3
KIAA0586_+_58894510.23-P1P2	0	0	1	0	0
KIAA0922_+_154388221.23-P1P2	0	0	0	0	1
KIAA1210_-_118284313.23-ENST00000402510.2	0	0	0	2	1
KIAA1211L_+_99552248.23-P1P2	0	0	1	0	0
KIAA1328_+_34409473.23-P1P2	1	1	1	0	1
KIAA1377_+_101785965.23-P1P2	1	1	1	1	0
KIAA1468_+_59854922.23-P1P2	0	0	0	0	1
KIAA1614_-_180882444.23-P1P2	0	1	3	0	2
KIAA1614_+_180882281.23-P1P2	2	1	1	2	2
KIAA1715_+_176866577.23-P1P2	0	0	0	1	0
KIAA1737_-_77564801.23-P1P2	0	0	0	0	2
KIAA2022_+_74144883.23-P1P2	0	1	0	0	0
KIF13B_+_29120561.23-P1P2	0	1	1	2	2
KIF16B_-_16554064.23-P1P2	0	0	1	0	1
KIF18A_-_28129287.23-P1P2	0	0	0	1	0
KIF18B_+_43024684.23-P1P2	0	1	0	0	0
KIF22_-_29802109.23-P1	0	0	0	0	1
KIFAP3_-_170043552.23-P1P2	1	0	0	0	0
KIR3DL1_-_55328044.23-ENST00000326542.7,ENST00000391728.4	1	1	0	2	1
KIR3DL1_-_55328238.23-ENST00000326542.7,ENST00000391728.4	0	0	0	0	1
KIR3DL1_-_55328329.23-ENST00000326542.7,ENST00000391728.4	1	0	0	0	0
KIR3DL2_-_55362361.23-P1P2	1	1	0	0	0
KIRREL2_+_36347007.23-P2	1	0	0	0	0
KIRREL3_+_126870621.23-P1P2	0	1	1	1	0
KISS1_-_204165589.23-P1P2	1	0	1	0	0
KLF1_+_12997800.23-P1P2	0	0	0	1	0
KLF10_-_103666023.23-P2	0	1	0	0	0
KLF12_+_74708401.23-P1P2	1	0	0	0	0
KLF6_+_3826982.23-P1P2	1	1	0	2	0
KLHDC2_-_50234887.23-P1P2	1	0	0	0	2
KLHDC7A_+_18807780.23-P1P2	0	0	1	2	0
KLHL10_-_39994497.23-P1P2	0	0	0	0	1
KLHL22_-_20849630.23-P1P2	0	1	0	0	1
KLHL22_-_20850087.23-P1P2	0	0	0	0	1
KLHL24_+_183353476.23-P1P2	4	5	4	7	3
KLHL33_+_20903360.23-P1P2	0	0	2	1	1
KLHL36_-_84682611.23-P1	0	0	1	0	0
KLHL4_-_86773077.23-P1P2	0	0	0	1	0
KLHL42_-_27933205.23-P1P2	0	1	0	0	0
KLHL42_-_27933233.23-P1P2	0	1	0	1	0
KLHL7_+_23145424.23-P1P2	2	0	1	0	1
KLHL7_+_23145443.23-P1P2	0	1	1	1	1
KLK12_+_51538147.23-P1P2	1	0	0	0	1
KLK12_+_51538211.23-P1P2	0	0	0	2	0
KLK15_+_51329917.23-P1P2	1	0	0	0	0
KLRC3_-_10573100.23-P1P2	0	0	0	0	1
KLRC4-KLRK1_+_10562524.23-P1P2	3	1	3	1	1
KLRD1_-_10460446.23-P1P2	0	2	0	2	0
KLRG2_-_139167958.23-P1P2	0	0	1	0	0
KMT2B_-_36211198.23-P2	2	0	1	0	0
KMT2C_-_152132753.23-P1P2	1	0	0	1	0
KNDC1_+_134974180.23-P1P2	0	0	0	1	0
KPNA2_+_66031896.23-P1P2	0	1	1	1	0
KRAS_+_25403329.23-P1P2	0	0	1	1	0
KRBA1_+_149412070.23-P1P2	0	1	1	0	0
KREMEN2_-_3014303.23-P1P2	0	0	0	1	0
KRT15_+_39677634.23-P2	1	0	0	0	0
KRT16_-_39768782.23-P1P2	0	0	0	1	1
KRT16_-_39768999.23-P1P2	0	0	0	0	1
KRT17_+_39780128.23-P1P2	1	0	0	3	0
KRT2_-_53045563.23-P1P2	0	2	1	2	0
KRT20_-_39041404.23-P1P2	0	1	0	0	0
KRT31_-_39553491.23-P1P2	1	3	0	2	3
KRT4_+_53205615.23-P2	0	0	0	3	0
KRT78_+_53242682.23-P1P2	2	0	3	1	0
KRT79_-_53224362.23-P2	1	0	0	0	0
KRT82_-_52800109.23-P1P2	0	1	0	0	0
KRT86_-_52643495.23-P1P2	0	0	0	1	0
KRT9_-_39728145.23-P1P2	1	1	1	1	0
KRTAP1-4_-_39186138.23-ENST00000377747.4	0	1	0	0	0
KRTAP1-4_-_39186345.23-ENST00000377747.4	0	0	1	0	0
KRTAP1-5_-_39183047.23-P1P2	1	0	1	0	0
KRTAP10-10_+_46057682.23-P1P2	0	0	1	0	0
KRTAP10-5_-_46000480.23-P1P2	0	0	0	0	1
KRTAP12-1_-_46101978.23-ENST00000391617.1	1	0	0	1	0
KRTAP12-4_-_46074525.23-ENST00000391618.1	0	0	2	0	0
KRTAP15-1_+_31812827.23-ENST00000334067.3	1	0	0	0	0
KRTAP24-1_-_31654824.23-P1P2	0	0	1	0	0
KRTAP3-2_-_39156091.23-P1P2	1	1	1	0	0
KRTAP3-2_+_39156101.23-P1P2	0	0	1	0	0
KRTAP4-6_+_39296370.23-P1P2	1	3	5	1	4
KRTAP5-1_+_1606180.23-ENST00000382171.2	0	0	0	1	0
KRTAP5-5_+_1651371.23-ENST00000399676.2	0	0	1	0	1
KRTAP6-1_+_31986167.23-ENST00000329122.2	1	2	1	0	0
KRTAP6-1_+_31986182.23-ENST00000329122.2	1	1	0	0	0
KRTAP6-3_+_31965157.23-ENST00000391624.1	0	0	0	1	0
KRTCAP2_+_155145355.23-P1P2	0	2	2	2	2
KSR1_+_25783466.23-P1P2	0	1	0	1	0
KTI12_-_52499429.23-P1P2	1	0	0	0	1
L1CAM_-_153151155.23-P1	1	0	2	1	1
L1TD1_-_62672567.23-P2	0	0	1	0	0
L3MBTL1_-_42143161.23-P1	1	1	4	0	1
L3MBTL3_-_130339827.23-P1P2	0	1	0	2	1
LAIR1_-_54876025.23-P1P2	0	0	1	0	0
LAMA1_+_7117729.23-P1P2	0	0	0	1	0
LAMA2_-_129204271.23-P1P2	2	0	1	1	1
LAMA4_+_112575722.23-P1P2	0	0	1	0	2
LAMB2_-_49170257.23-P1P2	0	0	1	0	0
LAMC3_+_133884548.23-P1P2	0	2	0	0	0
LAMP2_+_119602712.23-P1P2	0	0	1	0	0
LAMTOR2_-_156024835.23-P1P2	0	0	1	0	0
LANCL2_+_55433795.23-P1P2	0	0	1	1	0
LANCL3_-_37431311.23-P1P2	0	0	1	0	0
LAYN_+_111411441.23-P1P2	0	1	0	0	0
LBH_+_30454440.23-P1P2	0	1	0	0	2
LBP_-_36975340.23-P1P2	1	1	0	2	1
LBX1_+_102988682.23-P1P2	1	2	0	0	1
LCE2B_-_152658803.23-ENST00000368780.3	2	1	2	0	2
LCE3C_+_152572748.23-P1P2	0	0	0	0	1
LCE4A_+_152681585.23-ENST00000335535.3	0	0	1	0	0
LCMT2_+_43622751.23-P1P2	2	1	2	3	2
LCN12_+_139847331.23-P1P2	2	2	2	3	1
LDHD_+_75150137.23-P1P2	1	0	1	0	1
LDLRAD1_-_54483813.23-P1P2	0	2	0	0	0
LECT2_+_135290318.23-P1P2	0	0	0	1	0
LEMD2_+_33756442.23-P1P2	0	0	1	0	0
LEMD3_-_65563567.23-P1P2	0	0	1	0	0
LENG8_+_54960715.23-P1P2	0	1	0	0	0
LENG9_+_54974792.23-P1P2	1	0	1	1	1
LEUTX_+_40267624.23-ENST00000396841.4	0	1	1	0	0
LGALS7_-_39263666.23-ENST00000378626.4	0	1	0	0	0
LGALSL_+_64681411.23-P1P2	2	0	0	1	1
LGR6_+_202162986.23-P1	1	0	0	1	0
LHFP_-_40177319.23-P1P2	0	0	1	1	0
LHX3_-_139094968.23-P1	3	3	2	3	1
LHX3_+_139094604.23-P1	2	3	0	6	3
LHX4_-_180199460.23-P1P2	1	2	1	0	0
LHX6_-_124976267.23-P2	0	0	1	0	0
LIFR_+_38556363.23-P1P2	0	1	1	0	0
LIG4_-_108870645.23-P2	0	0	0	0	1
LIMA1_-_50616441.23-P1	0	0	2	1	1
LIMD2_-_61777451.23-P1P2	0	0	1	0	0
LIMS2_+_128432626.23-P1P2	0	0	0	1	0
LIN54_+_83931929.23-P2	1	0	1	0	1
LIPI_-_15583232.23-P1P2	0	0	1	1	1
LIPT2_+_74204752.23-P1P2	1	0	0	0	0
LIX1L_-_145477093.23-P1P2	0	1	1	0	1
LMBRD1_-_70506568.23-P1P2	1	0	1	0	1
LMCD1_+_8543541.23-P1P2	0	0	1	0	0
LMOD3_+_69171733.23-P1P2	0	0	0	1	0
LMX1B_-_129376228.23-P1P2	1	0	0	0	0
LNX1_+_54457485.23-ENST00000263925.7	0	1	2	0	4
LOC100129216_+_71589552.23-NM_001242853	0	0	2	1	0
LOC100129636_+_29003912.23-P1P2	0	0	0	0	1
LOC100129924_+_43253729.23-NM_001242750	0	1	0	0	0
LOC100130301_-_74171637.23-NM_001243237	2	0	0	0	1
LOC100130357_+_13295735.23-NM_001242698	4	0	1	4	2
LOC100144595_+_155313704.23-P1P2	0	1	1	0	0
LOC100144595_+_155313744.23-P1P2	0	1	1	1	0
LOC100289187_-_99195913.23-P1P2	0	0	0	1	1
LOC100652758_-_151150952.23-P1P2	0	0	0	0	1
LOC100652758_+_151150969.23-P1P2	0	0	1	1	0
LOC100996693_-_220361378.23-NM_001286811	0	0	1	0	0
LOC152586_-_141418979.23-P1P2	0	0	0	0	2
LOC283710_+_31522562.23-P1P2	0	2	1	0	1
LOC388282_-_57844482.23-P1P2	1	0	0	0	0
LOC388813_+_15988700.23-P1	0	0	0	1	1
LOC389895_-_139173567.23-P1P2	0	0	1	0	0
LOC389895_+_139173548.23-P1P2	1	0	1	0	0
LOC391322_+_24373486.23-P1P2	0	0	1	0	0
LOC643669_-_39402429.23-P1P2	0	1	0	0	0
LOC643669_-_39402803.23-P1P2	0	0	1	0	0
LOC728392_-_5404278.23-P1P2	0	0	1	0	0
LOC728637_-_131280986.23-P1P2	1	0	0	0	0
LOC729574_+_17060968.23-NM_001282321_101	1	0	0	0	0
LOC730183_-_30709787.23-NM_001256932	0	0	1	0	1
LOXL2_-_23261566.23-P1P2	0	0	1	0	0
LOXL2_-_23261612.23-P1P2	0	1	1	1	2
LPAR1_+_113800390.23-P1P2	3	0	2	3	2
LPAR5_+_6740717.23-P2	0	0	0	0	1
LPCAT1_-_1494557.23-P2	0	1	0	0	2
LPIN1_+_11886818.23-P1P2	0	0	2	1	2
LRCH2_+_114468587.23-P1P2	4	0	0	1	0
LRCH4_-_100183732.23-P1	0	0	0	1	0
LRFN3_+_36427687.23-P1P2	0	0	0	0	1
LRFN5_-_42077894.23-P1P2	1	1	0	0	0
LRPAP1_-_3534132.23-P1P2	1	0	0	0	2
LRRC14B_+_192021.23-P1P2	0	0	0	0	1
LRRC17_-_102553535.23-P1P2	1	0	0	0	0
LRRC23_-_7014024.23-P1P2	0	0	1	0	0
LRRC24_-_145752326.23-P1P2	0	2	2	5	3
LRRC32_-_76381500.23-P1P2	2	0	0	1	2
LRRC3C_+_38097815.23-ENST00000377924.4	1	1	0	2	0
LRRC4_-_127671773.23-P1P2	0	0	0	1	0
LRRC41_+_46768469.23-P1P2	0	0	0	0	2
LRRC48_-_17876217.23-P1P2	3	0	2	0	0
LRRC66_+_52883610.23-P1P2	0	0	2	0	0
LRRC7_+_70226070.23-ENST00000035383.5	0	0	0	2	1
LRRC8B_+_89990866.23-P1P2	0	1	0	0	0
LRRC8E_-_7953432.23-P1P2	5	1	0	2	3
LRRIQ1_+_85430473.23-P1P2	0	0	1	0	0
LRRK1_+_101459591.23-P1P2	0	0	0	0	1
