	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
RBL2_+_53468434.23-P1	0	2	0	0	1
RBL2_+_53468454.23-P1	14	0	0	0	1
RBL2_+_53468471.23-P1	1	0	0	0	2
RBM10_-_47004526.23-P1P2	20	0	28	5	0
RBM10_-_47004721.23-P1P2	0	0	0	0	1
RBM10_+_47004715.23-P1P2	1	0	0	0	0
RBM11_-_15588503.23-P1P2	26	0	0	3	6
RBM12B_-_94753181.23-P1P2	1	0	0	0	0
RBM15_+_110882496.23-P1P2	38	0	0	2	0
RBM15B_-_51428838.23-P1	29	0	7	5	11
RBM15B_-_51430126.23-P2	56	12	1	7	36
RBM15B_-_51430184.23-P2	26	0	0	0	8
RBM17_+_6131072.23-P1P2	37	0	0	19	14
RBM18_+_125027078.23-P1P2	32	0	4	21	18
RBM19_+_114404081.23-P1P2	16	0	0	17	13
RBM19_+_114404084.23-P1P2	8	0	0	0	0
RBM20_-_112404260.23-P1P2	21	0	4	15	16
RBM22_+_150080558.23-P1P2	1	0	0	0	0
RBM23_-_23387905.23-P1P2	0	0	1	0	0
RBM23_+_23388123.23-P1P2	21	0	7	26	11
RBM24_+_17281259.23-P1P2	14	0	61	43	40
RBM24_+_17281603.23-P1P2	9	0	0	18	0
RBM25_+_73525695.23-P1P2	0	0	0	2	2
RBM26_-_79979764.23-P1P2	0	0	1	0	0
RBM26_+_79979724.23-P1P2	0	0	0	1	0
RBM26_+_79979947.23-P1P2	30	40	133	31	31
RBM27_-_145583305.23-P1P2	0	1	0	0	0
RBM27_-_145583605.23-P1P2	3	0	0	0	0
RBM27_-_145583624.23-P1P2	62	1	0	10	33
RBM28_-_127983890.23-P1P2	0	1	0	0	0
RBM28_+_127983702.23-P1P2	0	0	0	1	0
RBM33_-_155437424.23-P1P2	0	0	0	1	1
RBM33_+_155437759.23-P1P2	0	0	1	0	0
RBM34_+_235324333.23-P1P2	27	0	1	23	10
RBM34_+_235324557.23-P1P2	2	0	0	0	0
RBM38_-_55966949.23-P1P2	2	0	0	0	0
RBM38_+_55967119.23-P1P2	34	10	0	9	2
RBM39_-_34329719.23-P1P2	44	0	67	14	14
RBM39_-_34329738.23-P1P2	26	0	0	0	0
RBM41_+_106361846.23-P1P2	31	0	5	69	27
RBM41_+_106361875.23-P1P2	9	0	5	36	3
RBM42_-_36119982.23-P1P2	23	7	20	0	0
RBM42_-_36120005.23-P1P2	9	0	0	0	0
RBM43_+_152117948.23-P1P2	12	0	0	0	0
RBM43_+_152117960.23-P1P2	1	0	0	0	0
RBM44_-_238707439.23-P1P2	0	0	0	1	0
RBM45_-_178977219.23-P1P2	12	0	0	3	6
RBM46_-_155702469.23-P1P2	1	0	0	0	0
RBM46_-_155702745.23-P1P2	23	14	0	35	29
RBM46_+_155702492.23-P1P2	0	1	0	0	0
RBM47_-_40632416.23-P1P2	27	132	11	21	18
RBM47_-_40632835.23-P1P2	1	0	0	4	0
RBM47_+_40632473.23-P1P2	52	12	2	77	36
RBM48_+_92158168.23-P1P2	30	870	310	115	155
RBM48_+_92158596.23-P1P2	0	0	0	0	1
RBM4B_+_66445316.23-P1P2	19	3	19	11	1
RBM5_-_50126593.23-P1P2	1	0	0	0	0
RBM5_+_50126432.23-P1P2	0	0	0	1	0
RBM6_-_49977538.23-P1P2	24	2	0	15	21
RBM6_-_49977664.23-P1P2	3	1	0	7	0
RBM7_+_114271352.23-P1P2	4	0	0	0	4
RBM8A_-_145508113.23-P1P2	0	0	0	1	0
RBMS1_+_161349923.23-P1P2	48	37	0	43	25
RBMS2_+_56915972.23-P1P2	17	0	1	0	2
RBMS2_+_56915993.23-P1P2	2	4	0	0	0
RBMS3_-_29322604.23-P1P2	5	0	0	0	0
RBMS3_+_29322876.23-P1P2	52	2	17	38	26
RBMX_-_135962885.23-P1P2	22	0	0	0	0
RBMX_+_135962479.23-P1P2	5	0	0	0	0
RBMX2_-_129535969.23-P1P2	29	0	0	1	0
RBMX2_+_129535959.23-P1P2	27	0	0	0	0
RBMXL1_-_89458380.23-P1P2	8	11	30	111	41
RBMXL1_-_89458412.23-P1P2	5	17	45	5	0
RBMXL1_-_89458434.23-P1P2	13	0	16	15	14
RBMXL2_-_7110745.23-P1P2	12	1	6	3	2
RBP1_-_139258440.23-P1P2	17	0	3	7	25
RBP1_+_139258429.23-P1P2	5	0	0	2	0
RBP2_-_139195308.23-P1	29	0	4	1	6
RBP2_-_139195326.23-P1	4	0	0	1	1
RBP2_-_139195371.23-P1	0	0	0	0	1
RBP2_-_139199546.23-P2	10	0	0	0	0
RBP2_-_139199610.23-P2	4	0	0	0	0
RBP2_+_139199584.23-P2	0	1	0	5	6
RBP3_-_48390580.23-P1P2	8	0	0	0	8
RBP5_-_7281039.23-P1P2	46	133	47	6	25
RBP7_+_10057323.23-P1P2	12	12	2	63	15
RBP7_+_10057677.23-P1P2	68	4	189	14	23
RBPJ_-_26322670.23-P1P2	62	136	0	40	6
RBPJ_-_26322682.23-P1P2	1	0	0	0	0
RBPJ_+_26323072.23-P1P2	8	0	0	0	0
RBPJL_-_43935525.23-P1P2	22	79	0	21	18
RBPJL_-_43935577.23-P1P2	6	0	0	0	10
RBPJL_+_43935913.23-P1P2	3	0	0	3	0
RBPMS_-_30242084.23-P1P2	40	94	18	34	22
RBPMS2_+_65067760.23-P1P2	31	1	0	5	15
RBX1_-_41347852.23-P1P2	0	0	0	0	9
RBX1_-_41347864.23-P1P2	3	0	0	0	0
RC3H1_-_173991021.23-P1P2	32	0	17	8	9
RC3H1_+_173991143.23-P1P2	1	0	0	0	0
RC3H1_+_173991162.23-P1P2	0	1	0	0	0
RC3H1_+_173991478.23-P1P2	22	0	119	9	14
RC3H2_-_125667542.23-P1P2	7	0	0	44	0
RC3H2_-_125667548.23-P1P2	14	2	6	3	0
RC3H2_+_125667193.23-P1P2	18	3	1	39	19
RC3H2_+_125667382.23-P1P2	29	0	0	20	11
RCAN1_+_35899092.23-P1P2	6	0	69	31	7
RCAN3_+_24828826.23-P1P2	2	0	0	0	0
RCBTB1_-_50159642.23-P1P2	15	0	0	22	11
RCBTB1_-_50159663.23-P1P2	0	0	2	0	1
RCBTB2_+_49107154.23-P1P2	40	0	19	10	5
RCC1_-_28832579.23-P1	6	0	0	2	0
RCC1_-_28832596.23-P1	24	0	0	0	8
RCC1_+_28832591.23-P1	7	0	0	0	0
RCC1_+_28832633.23-P1	14	0	0	27	0
RCC1_+_28832636.23-P1	18	0	1	29	5
RCC1_+_28845183.23-P2	33	19	1	44	28
RCC2_-_17765056.23-P1	0	1	0	0	0
RCC2_+_17764551.23-P1	1	0	0	0	0
RCC2_+_17765725.23-P2	7	4	0	9	9
RCC2_+_17765757.23-P2	7	1	0	0	6
RCCD1_+_91498498.23-P1	0	1	0	0	1
RCE1_-_66610929.23-P1P2	4	0	0	0	0
RCHY1_+_76439419.23-P1P2	7	0	5	21	0
RCHY1_+_76439509.23-P1P2	12	0	0	0	0
RCL1_-_4792974.23-P1P2	32	0	0	0	0
RCL1_+_4792987.23-P1P2	16	0	1	2	0
RCL1_+_4792990.23-P1P2	0	0	1	0	0
RCN1_-_32113044.23-P1P2	4	0	0	1	0
RCN1_-_32113068.23-P1P2	5	0	0	0	2
RCN1_+_32113126.23-P1P2	12	76	0	7	3
RCN2_-_77224108.23-P1P2	33	0	0	4	0
RCN2_+_77224139.23-P1P2	8	0	0	8	6
RCN2_+_77224154.23-P1P2	1	0	0	0	0
RCN3_+_50031622.23-P1P2	25	6	28	0	2
RCN3_+_50031652.23-P1P2	1	0	0	1	0
RCOR2_+_63684234.23-P1P2	3	0	0	0	0
RCOR2_+_63684250.23-P1P2	38	0	0	0	0
RCOR3_-_211432746.23-P1P2	0	0	0	1	0
RCOR3_+_211432758.23-P1P2	22	15	1	0	0
RCOR3_+_211432889.23-P1P2	0	0	1	0	0
RCSD1_-_167599717.23-P1P2	0	0	0	0	1
RCSD1_+_167599385.23-P1P2	3	4	0	25	0
RCSD1_+_167599461.23-P1P2	1	60	0	0	0
RD3_-_211664897.23-P1P2	62	6	28	41	35
RD3L_-_104408443.23-P1P2	0	0	0	0	1
RD3L_-_104408821.23-P1P2	10	0	36	69	29
RDH10_-_74206908.23-P1P2	0	1	0	0	0
RDH11_+_68162057.23-P1P2	12	0	0	22	4
RDH12_+_68189400.23-P1P2	6	0	42	2	7
RDH13_-_55574502.23-P1	71	107	161	23	14
RDH13_-_55580388.23-P2	0	4	0	0	0
RDH13_+_55574459.23-P1	11	0	27	13	35
RDH13_+_55580857.23-P2	3	0	0	8	15
RDH16_-_57350925.23-P1P2	2	18	25	2	0
RDH16_+_57350957.23-P1P2	20	8	40	9	22
RDH16_+_57351385.23-P1P2	2	0	0	0	0
RDH5_-_56114444.23-P1P2	0	0	0	1	0
RDH8_-_10124161.23-P1P2	9	9	6	0	1
RDH8_-_10124166.23-P1P2	0	0	1	0	0
RDM1_+_34257320.23-P1P2	54	0	0	9	0
RDM1_+_34257741.23-P1P2	0	0	0	1	0
RDX_-_110166897.23-P1P2	81	6	3	33	62
REC8_-_24641306.23-P1P2	11	36	0	5	3
RECQL_+_21654469.23-P1P2	2	0	0	0	0
RECQL4_-_145742770.23-P1P2	0	0	3	0	22
RECQL4_+_145742694.23-P1P2	0	0	0	8	0
RECQL4_+_145742940.23-P1P2	7	0	0	0	0
REEP1_-_86564304.23-P1P2	9	0	1	12	6
REEP1_+_86564736.23-P1P2	1468	1467	2044	1647	1459
REEP1_+_86564763.23-P1P2	3	0	0	0	5
REEP2_-_137774743.23-P1P2	14	38	0	1	0
REEP2_-_137774973.23-P1P2	14	95	31	22	39
REEP2_+_137774733.23-P1P2	3	0	0	0	2
REEP3_-_65281184.23-P1P2	177	107	105	285	173
REEP5_-_112257962.23-P1P2	18	0	0	5	0
REEP5_+_112257925.23-P1P2	4	0	0	0	0
REEP6_-_1491255.23-P1P2	29	0	0	5	5
REEP6_-_1491358.23-P1P2	1	14	0	0	0
REEP6_+_1491113.23-P1P2	12	0	0	7	0
REEP6_+_1491218.23-P1P2	2	19	0	0	0
REG1A_-_79347850.23-P1P2	0	0	0	0	1
REG4_-_120354038.23-P1P2	10	0	0	20	4
REG4_+_120354042.23-P1P2	50	0	0	47	10
REL_-_61108779.23-P1P2	34	0	0	101	149
REL_-_61108795.23-P1P2	34	133	0	47	19
RELB_+_45504764.23-P1P2	77	42	82	30	9
RELB_+_45505149.23-P1P2	12	12	48	37	10
RELL2_-_141016590.23-P1P2	5	0	0	0	0
RELL2_+_141016732.23-P1P2	1	0	0	0	0
RELL2_+_141016990.23-P1P2	0	0	9	0	3
RELN_-_103629897.23-P1P2	17	0	0	0	0
RELN_-_103629983.23-P1P2	24	0	3	15	7
RELN_+_103630071.23-P1P2	0	0	0	0	1
RELT_+_73087498.23-P1P2	478	561	408	485	286
RELT_+_73087628.23-P1P2	59	1	8	15	23
REM1_-_30063267.23-P1P2	25	0	0	16	15
REM2_-_23352605.23-P1P2	26	4	0	43	1
REP15_+_27849400.23-P1P2	1	0	0	0	0
REPIN1_-_150066160.23-P1P2	10	33	0	8	0
REPIN1_+_150065979.23-P1P2	37	36	20	38	16
REPS2_+_16965202.23-P1P2	0	0	2	0	0
RER1_+_2323356.23-P1P2	2	0	0	3	0
RERE_-_8877437.23-P1P2	22	33	3	87	53
RERE_+_8877714.23-P1P2	17	0	0	7	15
RERG_-_15374338.23-P1P2	1	0	0	0	0
RERG_-_15374341.23-P1P2	13	0	0	0	0
RERG_+_15374311.23-P1P2	1	0	1	1	6
RERGL_-_18242654.23-P1P2	0	0	0	3	2
RERGL_+_18243036.23-P1P2	8	0	0	0	0
RESP18_+_220197036.23-P1P2	8	3	30	14	3
RESP18_+_220197057.23-P1P2	37	8	0	23	11
RESP18_+_220197071.23-P1P2	16	0	0	0	0
RESP18_+_220197082.23-P1P2	33	141	3	20	14
REST_-_57774099.23-P1	6	18	0	5	0
REST_-_57774348.23-P1	52	371	1	5	18
REST_-_57774473.23-P1	0	0	0	7	0
REST_-_57775107.23-P2	3	0	0	3	6
REST_-_57775165.23-P2	1	0	0	0	0
REST_+_57774285.23-P1	2	0	0	0	0
REST_+_57775146.23-P2	0	2	0	8	0
REST_+_57775509.23-P2	1	0	0	0	0
RET_+_43572556.23-P1	42	12	106	6	5
RET_+_43572575.23-P1	1	0	0	0	0
RET_+_43572585.23-P1	0	0	1	0	0
RETN_+_7734130.23-P1P2	0	2	0	2	0
RETNLB_-_108476176.23-P1P2	63	0	46	20	49
RETNLB_-_108476276.23-P1P2	0	0	0	1	0
RETSAT_+_85581363.23-P1P2	8	345	0	5	0
RETSAT_+_85581678.23-P1P2	0	0	0	0	1
REV1_-_100106039.23-P1P2	14	2	0	1	0
REV1_-_100106087.23-P1P2	10	0	0	0	0
REV1_+_100106489.23-P1P2	4	10	0	0	0
REXO1_-_1848047.23-P1P2	28	38	32	2	18
REXO1_-_1848318.23-P1P2	8	1	10	22	6
REXO1_-_1848417.23-P1P2	68	3	0	74	14
REXO2_-_114310137.23-P1P2	7	0	0	1	1
REXO2_+_114310243.23-P1P2	1	0	0	0	0
RFC2_+_73668509.23-P1P2	3	1	3	26	4
RFC3_-_34392375.23-P1P2	17	0	0	0	0
RFC3_+_34392313.23-P1P2	9	0	0	0	0
RFC3_+_34392349.23-P1P2	19	0	0	12	10
RFC4_-_186524039.23-P1P2	3	0	0	0	0
RFC5_-_118454562.23-P1P2	10	0	0	0	0
RFC5_-_118454586.23-P1P2	6	0	0	0	0
RFC5_-_118454606.23-P1P2	0	1	0	0	0
RFESD_-_94982517.23-P1P2	200	237	63	147	138
RFFL_-_33416281.23-P1P2	13	0	115	35	13
RFFL_+_33415820.23-P1P2	0	0	0	1	0
RFK_-_79009318.23-P1P2	89	0	12	24	19
RFK_+_79008960.23-P1P2	1	0	1	0	0
RFK_+_79009270.23-P1P2	1	1	0	0	0
RFNG_-_80009673.23-P1P2	0	7	0	14	0
RFNG_-_80009682.23-P1P2	11	0	0	0	0
RFPL1_-_29835061.23-ENST00000354373.2	4	15	0	15	1
RFPL1_+_29834606.23-ENST00000354373.2	0	1	0	1	0
RFPL2_-_32600341.23-P1P2	0	1	0	0	0
RFPL3_+_32751303.23-ENST00000397468.1	3	0	0	0	0
RFPL4AL1_-_56280690.23-ENST00000341750.4	50	1	0	97	46
RFPL4B_-_112668544.23-P1P2	31	1	1	38	18
RFPL4B_-_112668609.23-P1P2	0	0	0	1	0
RFT1_+_53164400.23-P1P2	8	0	0	0	2
RFTN1_+_16555154.23-P1P2	243	177	312	520	376
RFTN1_+_16555157.23-P1P2	1	0	0	0	0
RFTN2_+_198540720.23-P1P2	1	16	0	7	6
RFWD2_-_176175896.23-P1P2	26	10	4	43	8
RFWD2_+_176176336.23-P1P2	2	2	0	0	1
RFWD3_-_74700349.23-P1P2	28	0	41	27	5
RFX1_+_14116904.23-P1P2	0	2	0	0	0
RFX1_+_14117083.23-P1P2	44	20	198	18	12
RFX2_-_6110427.23-P1P2	23	0	0	6	0
RFX2_+_6110470.23-P1P2	1	0	0	0	0
RFX3_-_3525596.23-P1P2	0	0	0	3	0
RFX3_-_3525599.23-P1P2	50	37	4	16	9
RFX3_-_3525984.23-P1P2	12	0	0	0	0
RFX4_-_106977141.23-P1P2	6	0	5	0	0
RFX5_-_151319513.23-P1P2	7	13	0	28	8
RFX5_+_151319328.23-P1P2	0	0	0	0	1
RFX5_+_151319368.23-P1P2	6	0	13	0	0
RFX6_-_117198426.23-P1P2	24	30	3	43	0
RFX6_+_117198859.23-P1P2	4	7	13	15	11
RFX7_-_56535555.23-P1P2	8	5	0	9	4
RFX7_-_56535704.23-P1P2	0	0	4	0	0
RFX7_+_56535915.23-P1P2	0	1	0	0	0
RFX8_-_102091133.23-P1P2	36	76	9	13	13
RFX8_+_102090805.23-P1P2	19	24	0	14	0
RFX8_+_102091098.23-P1P2	8	0	0	7	2
RFXANK_-_19303788.23-P1P2	17	0	0	0	0
RFXAP_+_37393378.23-P1P2	16	0	0	20	5
RFXAP_+_37393398.23-P1P2	15	0	2	9	20
RFXAP_+_37393433.23-P1P2	9	0	2	3	13
RGAG1_-_109662354.23-ENST00000465301.2	81	2	3	47	19
RGAG1_+_109693818.23-ENST00000540313.1	5	0	1	3	2
RGAG1_+_109694015.23-ENST00000540313.1	0	0	0	0	1
RGAG4_-_71351360.23-P1P2	9	20	1	0	7
RGAG4_-_71351681.23-P1P2	21	6	0	27	3
RGCC_-_42031688.23-P1P2	0	0	0	3	0
RGL1_-_183605259.23-P2	0	0	0	7	2
RGL1_-_183605673.23-P2	22	4	0	2	8
RGL1_-_183774275.23-P1	19	0	0	35	16
RGL1_-_183774315.23-P1	7	0	5	1	0
RGL1_-_183774699.23-P1	1	0	81	0	0
RGL1_+_183605304.23-P2	6	3	4	0	12
RGL1_+_183605529.23-P2	0	0	0	5	1
RGL2_-_33265035.23-P2	8	0	0	5	0
RGL2_-_33265275.23-P2	11	0	0	0	0
RGL2_-_33266659.23-P1	16	2	204	23	12
RGL2_+_33266295.23-P1	43	47	102	54	53
RGL2_+_33266682.23-P1	15	6	0	21	4
RGL3_+_11529962.23-P1P2	0	0	15	0	3
RGL3_+_11529981.23-P1P2	14	0	0	0	4
RGL4_-_24030771.23-P2	54	232	0	28	18
RGL4_+_24030384.23-P2	37	15	0	78	26
RGMA_+_93616325.23-P2	4	0	0	0	0
RGMA_+_93632376.23-P1	0	0	0	1	0
RGMB_-_98105697.23-P2	20	0	8	3	2
RGMB_-_98105768.23-P2	0	0	0	0	2
RGMB_+_98105678.23-P2	0	1	0	0	0
RGMB_+_98109814.23-P1	0	0	1	0	0
RGMB_+_98109817.23-P1	6	0	0	0	3
RGN_+_46937853.23-P1P2	3	15	6	0	0
RGP1_+_35749325.23-P1P2	176	78	20	122	46
RGP1_+_35749379.23-P1P2	9	0	0	0	0
RGPD1_-_87141307.23-ENST00000398193.3	2	15	0	0	0
RGPD2_+_88124859.23-P1P2	0	0	0	0	1
RGPD3_-_107084446.23-P1P2	37	0	1	23	7
RGPD3_+_107084831.23-P1P2	15	0	27	41	38
RGPD4_-_108443381.23-P1P2	3	0	0	0	0
RGPD4_+_108443355.23-P1P2	7	0	0	0	4
RGPD4_+_108443361.23-P1P2	19	0	72	17	5
RGPD4_+_108443817.23-P1P2	14	0	0	7	6
RGPD5_-_110552165.23-P1P2	40	8	12	19	12
RGPD6_-_111334287.23-ENST00000329516.3	3	0	13	0	9
RGPD6_+_111334475.23-ENST00000329516.3	0	0	0	0	1
RGPD6_+_111334479.23-ENST00000329516.3	137	88	59	123	105
RGPD8_+_113190934.23-ENST00000302558.3	1	21	1	0	0
RGS1_-_192545170.23-P1P2	0	0	0	0	1
RGS10_-_121301752.23-P1P2	47	19	56	281	152
RGS10_-_121302190.23-P1P2	107	20	88	40	54
RGS11_-_325502.23-P1P2	17	24	0	5	0
RGS11_-_325878.23-P1P2	45	0	0	8	29
RGS14_-_176785280.23-P1	48	0	2	28	4
RGS14_-_176798213.23-P2	2	0	0	0	0
RGS14_-_176798590.23-P2	2	0	0	0	0
RGS16_-_182573423.23-P1P2	6	0	0	8	2
RGS16_-_182573434.23-P1P2	6	0	40	8	9
RGS16_-_182573501.23-P1P2	21	17	0	53	2
RGS2_-_192778181.23-P1P2	15	0	0	10	4
RGS2_-_192778596.23-P1P2	13	0	0	0	0
RGS20_-_54793629.23-P1	1	0	0	0	1
RGS20_-_54793640.23-P1	19	0	15	15	0
RGS20_+_54792621.23-P2	5	0	0	0	0
RGS20_+_54793659.23-P1	19	17	11	16	8
RGS21_+_192286317.23-P1P2	0	0	0	1	0
RGS22_+_101117820.23-P1P2	0	0	0	0	1
RGS3_-_116207433.23-ENST00000374140.2	0	0	0	2	0
RGS3_-_116222585.23-ENST00000350696.5	4	0	33	0	1
RGS3_+_116207023.23-ENST00000374140.2	6	58	0	34	0
RGS3_+_116222914.23-ENST00000350696.5	25	1	0	5	9
RGS3_+_116222937.23-ENST00000350696.5	11	0	0	2	10
RGS4_-_163038756.23-P1P2	0	1	0	0	0
RGS5_-_163172323.23-P1P2	55	17	5	55	57
RGS6_-_72400294.23-P1P2	28	77	14	41	8
RGS6_+_72399530.23-P1P2	17	12	33	30	2
RGS7_-_241520064.23-P1P2	37	45	13	36	18
RGS7_+_241520424.23-P1P2	1	1	0	0	0
RGS7_+_241520454.23-P1P2	0	0	0	0	1
RGS9_-_63133791.23-P1P2	28	67	84	20	17
RGS9_+_63133549.23-P1P2	5	0	0	6	0
RGS9BP_-_33166319.23-P1P2	1	0	1	0	0
RHAG_-_49604125.23-P1P2	0	0	0	0	1
RHBDD1_-_227700790.23-P1P2	36	4	0	49	25
RHBDD1_+_227701048.23-P1P2	5	0	0	0	0
RHBDD2_-_75508375.23-P1P2	1	0	0	0	0
RHBDL1_-_726134.23-P1P2	1	0	0	0	0
RHBDL1_-_726143.23-P1P2	0	0	1	0	0
RHBDL1_-_726210.23-P1P2	0	0	0	0	1
RHBDL2_-_39394951.23-P1	0	0	0	1	0
RHBDL2_+_39407238.23-P2	53	38	45	115	36
RHBG_-_156339043.23-P1P2	13	0	0	63	28
RHBG_+_156339044.23-P1P2	11	0	0	17	1
RHCE_+_25756609.23-P1P2	0	0	2	1	0
RHCE_+_25756664.23-P1P2	0	1	0	0	1
RHCG_+_90039745.23-P1P2	1	0	0	0	0
RHD_+_25598887.23-P1P2	43	22	5	19	5
RHEB_-_151216555.23-P1P2	5	0	9	10	0
RHEB_+_151216537.23-P1P2	1	0	0	0	0
RHEB_+_151216992.23-P1P2	38	3	0	19	15
RHEBL1_-_49463632.23-P1P2	20	0	0	0	2
RHEBL1_+_49463273.23-P1P2	9	0	0	0	11
RHO_-_129247987.23-P1P2	0	1	0	0	0
RHO_+_129247548.23-P1P2	45	2	12	53	28
RHOA_-_49449042.23-P1P2	31	0	0	135	21
RHOA_-_49449372.23-P1P2	36	0	50	109	19
RHOA_-_49449413.23-P1P2	0	0	0	0	4
RHOA_+_49449366.23-P1P2	5	0	0	0	0
RHOB_+_20646920.23-P1P2	0	1	0	6	2
RHOB_+_20646923.23-P1P2	0	0	0	16	0
RHOBTB2_+_22857412.23-P1P2	2	0	0	0	0
RHOBTB3_-_95067164.23-P1P2	10	0	15	14	7
RHOBTB3_+_95067153.23-P1P2	33	0	0	236	229
RHOBTB3_+_95067461.23-P1P2	37	24	0	32	16
RHOC_+_113249273.23-P1P2	7	0	0	3	0
RHOC_+_113249318.23-P1P2	45	1	120	74	26
RHOC_+_113249324.23-P1P2	12	0	0	12	0
RHOC_+_113249348.23-P1P2	3	0	7	0	0
RHOD_-_66824719.23-P1P2	24	0	57	25	15
RHOD_-_66824754.23-P1P2	9	0	0	0	0
RHOF_-_122231584.23-P1P2	7	313	0	29	10
RHOF_+_122231111.23-P1P2	25	3	5	23	41
RHOG_-_3861715.23-P1P2	28	0	0	9	0
RHOG_-_3862146.23-P1P2	25	0	3	4	11
RHOG_+_3861920.23-P1P2	0	0	0	1	0
RHOJ_+_63671400.23-P1P2	8	0	0	0	0
RHOT1_+_30469879.23-P1P2	19	0	1	19	1
RHOT1_+_30469886.23-P1P2	2	1	0	1	1
RHOT1_+_30469949.23-P1P2	19	1	3	0	0
RHOT1_+_30470042.23-P1P2	0	0	1	0	0
RHOT2_-_718159.23-P1P2	18	0	0	1	15
RHOT2_-_718207.23-P1P2	1	0	17	0	0
RHOU_-_228871284.23-P1P2	28	0	1	14	7
RHOU_+_228871326.23-P1P2	3	0	0	0	0
RHOU_+_228871710.23-P1P2	16	2	31	0	7
RHOV_-_41165948.23-P1P2	5	0	0	0	0
RHOV_+_41166026.23-P1P2	3	0	1	0	0
RHOV_+_41166415.23-P1P2	0	1	0	0	0
RHOXF1_-_119249746.23-P1P2	33	2	19	8	0
RHOXF1_-_119250304.23-P1P2	28	0	0	3	4
RHPN2_-_33555343.23-P1P2	0	1	0	0	0
RHPN2_+_33555702.23-P1P2	0	0	0	4	0
RIBC2_-_45809617.23-P1P2	10	0	12	0	2
RIC3_-_8190525.23-P1P2	6	5	0	3	10
RIC3_-_8190550.23-P1P2	42	1	0	32	38
RIC3_+_8190158.23-P1P2	0	0	1	0	0
RIC3_+_8190532.23-P1P2	3	0	0	0	0
RIC8A_-_207749.23-P1	1	0	0	0	0
RIC8A_-_208807.23-P2	7	30	3	3	2
RIC8A_-_208817.23-P2	9	0	0	1	9
RIC8A_-_208828.23-P2	5	0	0	0	1
RIC8A_+_208808.23-P2	28	3	3	3	0
RIC8B_+_107168521.23-P1P2	0	0	0	1	0
RIC8B_+_107168884.23-P1P2	7	9	0	0	0
RICTOR_-_39074440.23-P1P2	14	0	0	3	1
RICTOR_+_39074244.23-P1P2	28	0	1	23	10
RICTOR_+_39074283.23-P1P2	0	1	0	0	0
RIF1_-_152266641.23-P1P2	1	1	0	0	4
RIF1_-_152266700.23-P1P2	0	0	1	0	0
RIIAD1_-_151694393.23-P1	0	0	2	0	0
RIIAD1_-_151694427.23-P1	4	9	0	0	1
RIIAD1_-_151700802.23-P2	0	0	3	0	0
RILP_+_1552683.23-P1P2	0	0	0	0	1
RILP_+_1553102.23-P1P2	45	4	4	53	29
RIMBP2_-_131002184.23-ENST00000261655.4	1	0	0	0	0
RIMBP2_-_131002423.23-ENST00000261655.4	0	0	1	0	0
RIMBP3B_-_21737871.23-ENST00000434111.1	0	0	0	0	1
RIMBP3C_+_21905109.23-ENST00000331505.5	0	0	0	0	1
RIMS1_-_72596506.23-P1P2	36	0	12	32	43
RIMS1_-_72597074.23-P1P2	70	16	17	37	11
RIMS2_-_104513416.23-ENST00000406091.3	10	0	1	1	1
RIMS2_-_104513663.23-ENST00000406091.3	9	0	0	0	1
RIMS2_+_104513368.23-ENST00000406091.3	5	1	27	0	0
RIMS3_+_41130990.23-P1P2	23	53	1	0	0
RIMS3_+_41131322.23-P1P2	7	0	0	0	0
RIMS4_-_43438699.23-P1P2	2	48	0	6	0
RIMS4_+_43439112.23-P1P2	12	0	0	21	0
RIN1_-_66103162.23-P1P2	5	0	0	0	2
RIN1_-_66103456.23-P1P2	2	0	0	10	13
RIN2_+_19867015.23-ENST00000255006.6	0	1	0	0	0
RIN2_+_19867118.23-ENST00000255006.6	0	1	0	0	0
RIN2_+_19867216.23-ENST00000255006.6	35	31	167	63	45
RING1_+_33176541.23-P1P2	10	0	0	0	0
RING1_+_33176691.23-P1P2	0	0	0	1	0
RINL_-_39368864.23-P1	3	0	0	0	0
RINL_+_39360438.23-P2	3	0	0	0	0
RINT1_+_105172698.23-P1P2	10	0	0	0	2
RIOK1_-_7390078.23-P1P2	18	21	0	35	13
RIOK2_-_96518949.23-P1P2	6	0	0	0	5
RIOK3_-_21033647.23-P1P2	9	0	9	4	0
RIPK1_-_3064286.23-P2	0	0	1	1	0
RIPK1_-_3069143.23-P1	5	0	0	0	2
RIPK1_-_3069149.23-P1	38	20	1	54	47
RIPK1_-_3069240.23-P1	123	108	38	121	44
RIPK1_+_3064184.23-P2	0	0	0	2	0
RIPK2_+_90770318.23-P1P2	22	71	0	1	5
RIPK3_+_24808765.23-P1P2	0	0	0	1	0
RIPK4_-_43187180.23-P1P2	30	10	0	4	1
RIPK4_+_43187173.23-P1P2	143	195	33	100	107
RIPPLY1_-_106146183.23-P1P2	0	0	0	0	1
RIPPLY2_+_84563360.23-P1P2	13	1	0	0	0
RIPPLY2_+_84563806.23-P1P2	21	0	0	11	13
RIT1_+_155880772.23-P1P2	7	11	0	0	0
RIT2_+_40695414.23-P1P2	53	35	0	7	13
RLF_-_40627087.23-P1P2	6	0	0	0	3
RLF_-_40627137.23-P1P2	5	0	33	1	0
RLF_+_40627485.23-P1P2	14	30	3	15	4
